species,oldSpeciesCanonicalName,similarity,prediction
Phiala costipuncta,Phiala angola,0.9774,synonym
Phiala costipuncta,Phiala inferiora,0.9419,synonym
Phiala costipuncta,Phiala ochritincta,0.9722,synonym
Phiala costipuncta,Phiala punctilinea,0.9688,synonym
Phiala costipuncta,Phiala xanthosoma,0.9663,synonym
Phiala crassistriga,Phiala incurva,0.9595,synonym
Phiala cunina,Euchera cunicaria,0.9361,synonym
Phiala cunina,Euchera fervidaria,0.9532,synonym
Phiala cunina,Euchera nivea,0.9444,synonym
Phiala cunina,Euchera ochriventris,0.9397,synonym
Phiala cunina,Phiala fervidaria,0.9733,synonym
Phiala cunina,Phiala nivea,0.9695,synonym
Phiala incana,Phiala arrecta,0.9642,synonym
Phiala marshalli,Phiala reussi,0.9447,synonym
Phiala nigrolineata,Phiala chrysargyra,0.9828,synonym
Phiala nigrolineata,Phiala nigrovenata,0.9966,synonym
Phiala nigrolineata,Phiala ochrescens,0.9515,synonym
Phiala nigrolineata,Phiala rubrivena,0.9803,synonym
Phiala pseudatomaria,Phiala sigyna,0.9771,synonym
Phiala pseudatomaria,Phiala sublimbalis,0.9864,synonym
Phiala pseudatomaria,Stenoglene sigyna,0.9506,synonym
Phiala punctulata,Phiala nyassana,0.9738,synonym
Phiala venusta,Phiala angulata,0.9761,synonym
Parajana gabunica,Parajana lamani,0.9837,synonym
Parajana gabunica,Parajana marmorata,0.9844,synonym
Panacela lewinae,Panacela hirta,0.9765,synonym
Panacela lewinae,Panacela pilosa,0.9714,synonym
Panacela lewinae,Panacela pristina,0.9753,synonym
Panacela lewinae,Panacela rufescens,0.9753,synonym
Panacela lewinae,Panacela simplex,0.9723,synonym
Panacela lewinae,Panacela sobria,0.9764,synonym
Panacela lewinae,Panacela transiens,0.9813,synonym
Panacela signicosta,Panacela fuscocervina,0.988,synonym
Palirisa cervina,Palirisa burmanica,0.973,synonym
Palirisa mosoensis,Palirisa angustifasciata,0.9666,synonym
Palirisa mosoensis,Palirisa chocolatina,0.9845,synonym
Palirisa mosoensis,Palirisa curvilineata,0.9811,synonym
Palirisa mosoensis,Palirisa roseitincta,0.9864,synonym
Palirisa mosoensis,Palirisa significata,0.9822,synonym
Nisaga simplex,Nisaga modesta,0.9812,synonym
Melanergon vidua,Melanergon fergussonis,0.9906,synonym
Melanergon vidua,Melanergon louisiadensis,0.9833,synonym
Melanergon vidua,Melanergon proserpina,0.9899,synonym
Marmaroplegma paragarda,Marmaroplegma clio,0.9873,synonym
Marmaroplegma paragarda,Marmaroplegma lineosa,0.9777,synonym
Janomima dannfelti,Janomima claria,0.9805,synonym
Janomima dannfelti,Janomima deduplicata,0.9754,synonym
Janomima dannfelti,Janomima mesundulata,0.9737,synonym
Janomima dannfelti,Janomima ochrea,0.9772,synonym
Janomima mariana,Janomima mariana,1.0,synonym
Janomima mariana,Janomima nigricans,0.9826,synonym
Janomima mariana,Janomima westwoodi,0.9805,synonym
Jana eurymas,Jana caesarea,0.9697,synonym
Jana eurymas,Jana transvaalica,0.9553,synonym
Jana gracilis,Gracilanja polymorpha,0.9825,synonym
Jana gracilis,Jana grisea,0.984,synonym
Jana gracilis,Jana polymorpha,0.9805,synonym
Jana gracilis,Jana rosea,0.9884,synonym
Jana strigina,Jana agrippa,0.9885,synonym
Jana strigina,Jana camerunica,0.9702,synonym
Jana strigina,Jana nobilis,0.9871,synonym
Jana strigina,Striginiana agrippa,0.9833,synonym
Jana strigina,Striginiana camerunica,0.9709,synonym
Jana strigina,Striginiana nobilis,0.9773,synonym
Jana tantalus,Jana crepax,0.9832,synonym
Jana tantalus,Jana signifera,0.9812,synonym
Jana tantalus,Tantaliana crepax,0.9511,synonym
Jana tantalus,Tantaliana signifera,0.9517,synonym
Jana tripunctata,Jana rustica,0.9443,synonym
Hibrildes crawshayi,Hibrildes albescens,0.9634,synonym
Hibrildes crawshayi,Hibrildes albopunctata,0.9739,synonym
Hibrildes crawshayi,Hibrildes ansorgei,0.9842,synonym
Hibrildes crawshayi,Hibrildes bicolor,0.9737,synonym
Hibrildes crawshayi,Hibrildes craushayi,0.9963,synonym
Hibrildes crawshayi,Hibrildes fuscata,0.976,synonym
Hibrildes crawshayi,Hibrildes neavi,0.9753,synonym
Hibrildes crawshayi,Hibrildes venosa,0.9822,synonym
Hibrildes norax,Hibrildes carpenteri,0.9777,synonym
Hibrildes norax,Hibrildes sheffieldi,0.9662,synonym
Hibrildes norax,Hibrildes spiritalis,0.9846,synonym
Hemijana semijana,Hemijana distincta,0.9718,synonym
Hemijana subrosea,Hemijana ruberrima,0.9851,synonym
Gonojana dimidiata,Gonojana tenuis,0.9782,synonym
Eupterote citrina,Eupterote lutosa,0.9831,synonym
Eupterote diffusa,Eupterote primularis,0.9763,synonym
Eupterote domina,Eupterote pulchra,0.966,synonym
Eupterote fabia,Eupterote alternata,0.9785,synonym
Eupterote fabia,Eupterote auriflua,0.9834,synonym
Eupterote fabia,Eupterote discordens,0.9743,synonym
Eupterote fabia,Eupterote fasciata,0.9669,synonym
Eupterote fabia,Eupterote gyra,0.9655,synonym
Eupterote fabia,Eupterote immutata,0.9696,synonym
Eupterote fabia,Eupterote lucia,0.9836,synonym
Eupterote fabia,Eupterote mutans,0.9829,synonym
Eupterote fabia,Eupterote ochripicta,0.97,synonym
Eupterote fabia,Eupterote permutata,0.9619,synonym
Eupterote fabia,Pararhodia acuminalba,0.9511,synonym
Eupterote flavicollis,Eupterote adolphaei,0.9766,synonym
Eupterote flavicollis,Eupterote collaris,0.9814,synonym
Eupterote flavida,Eupterote acinea,0.9682,synonym
Eupterote flavida,Eupterote procumbens,0.9757,synonym
Eupterote hibisci,Eupterote anada,0.9566,synonym
Eupterote hibisci,Eupterote geminata,0.9681,synonym
Eupterote hibisci,Eupterote lineata,0.9728,synonym
Eupterote hibisci,Eupterote petosiris,0.9706,synonym
Eupterote hibisci,Eupterote phalaenaria,0.9522,synonym
Eupterote hibisci,Eupterote placida,0.9644,synonym
Eupterote mollifera,Eupterote anthereata,0.9794,synonym
Eupterote mollifera,Eupterote canaraica,0.9809,synonym
Eupterote mollifera,Eupterote contaminata,0.9714,synonym
Eupterote mollifera,Eupterote flava,0.9633,synonym
Eupterote mollifera,Eupterote flavia,0.9647,synonym
Eupterote mollifera,Eupterote lativittata,0.9822,synonym
Eupterote mollifera,Eupterote mollis,0.9912,synonym
Eupterote mollifera,Eupterote multiarcuata,0.9674,synonym
Eupterote mollifera,Eupterote nilgirica,0.9731,synonym
Eupterote mollifera,Eupterote ornata,0.9842,synonym
Eupterote mollifera,Eupterote rectifascia,0.9483,synonym
Eupterote mollifera,Eupterote rufodisca,0.9763,synonym
Eupterote orientalis,Eupterote aenescens,0.9769,synonym
Eupterote orientalis,Eupterote plumipes,0.9804,synonym
Eupterote orientalis,Eupterote quadrifasciata,0.9821,synonym
Eupterote orientalis,Eupterote rubiginosa,0.9803,synonym
Eupterote patula,Eupterote abnorminervis,0.9545,synonym
Eupterote patula,Eupterote dehyalinata,0.9701,synonym
Eupterote patula,Eupterote khasiana,0.9737,synonym
Eupterote patula,Eupterote undulosa,0.9776,synonym
Eupterote undata,Eupterote affinis,0.9671,synonym
Eupterote undata,Eupterote caliginosa,0.9713,synonym
Eupterote undata,Eupterote cinnamomea,0.9502,synonym
Eupterote undata,Eupterote consimilis,0.9481,synonym
Eupterote undata,Eupterote cupreipennis,0.9457,synonym
Eupterote undata,Eupterote decorata,0.9698,synonym
Eupterote undata,Eupterote diabolica,0.9738,synonym
Eupterote undata,Eupterote dissimilis,0.9358,synonym
Eupterote undata,Eupterote griseipennis,0.9626,synonym
Eupterote undata,Eupterote hirsuta,0.9633,synonym
Eupterote undata,Eupterote ignavus,0.9677,synonym
Eupterote undata,Eupterote imbecilis,0.9755,synonym
Eupterote undata,Eupterote invalida,0.9774,synonym
Eupterote undata,Eupterote nigricans,0.962,synonym
Eupterote undata,Eupterote persimilis,0.9529,synonym
Eupterote undata,Eupterote similis,0.9501,synonym
Eupterote undata,Eupterote sinuata,0.9822,synonym
Eupterote undata,Eupterote subdita,0.9716,synonym
Eupterote undata,Eupterote suffusa,0.9645,synonym
Eupterote undata,Eupterote taooensis,0.9549,synonym
Eupterote undata,Eupterote undifera,0.9896,synonym
Eupterote undata,Eupterote variegata,0.9634,synonym
Eupterote undata,Eupterote vinosa,0.9782,synonym
Epijana cosmia,Epijana lanosa,0.9797,synonym
Epijana cosmia,Epijana velutonia,0.987,synonym
Ebbepterote expansa,Anthela expansa,0.9636,synonym
Drepanojana fasciata,Drepanojana apicalis,0.9746,synonym
Drepanojana fasciata,Drepanojana maeonia,0.9738,synonym
Cyrtojana trilineata,Cyrtojana apithana,0.9806,synonym
Cotana albomaculata,Cotana ovata,0.9873,synonym
Cotana dubia,Cotana doricrana,0.9804,synonym
Cotana erectilinea,Cotana setakwensis,0.9852,synonym
Cotana kebeae,Cotana grandis,0.9887,synonym
Cotana lunulata,Cotana albaserrati,0.9884,synonym
Cotana lunulata,Cotana occidentalis,0.9829,synonym
Cotana lunulata,Cotana satisbona,0.9794,synonym
Cotana lunulata,Cotana unicolor,0.9884,synonym
Cotana rosselliana,Cotana diluta,0.9819,synonym
Cotana rubrescens,Cotana kapaura,0.9613,synonym
Cotana rubrescens,Cotana oetakwensis,0.986,synonym
Cotana rubrescens,Cotana turneri,0.9884,synonym
Cotana serranotata,Darala consuta,0.962,synonym
Cotana serranotata,Darala serranotata,0.9867,synonym
Camerunia flava,Camerunia lactiflora,0.9882,synonym
Camerunia orphne,Camerunia insignis,0.9605,synonym
Acrojana sciron,Acrojana ochracea,0.96,synonym
Acrojana scutaea,Acrojana sanguineipes,0.9848,synonym
Acrojana scutaea,Acrojana sanguinipes,0.983,synonym
Oreta brunnea,Psiloreta brunnea,0.9862,synonym
Oreta carnea,Agnidra carnea,0.9806,synonym
Oreta carnea,Cobanilla cardinalis,0.959,synonym
Oreta carnea,Cobanilla hepatica,0.9575,synonym
Oreta carnea,Drepana berenica,0.9754,synonym
Oreta cervina,Oreta purpurissa,0.9782,synonym
Oreta cervina,Oreta rubicunda,0.9901,synonym
Oreta cervina,Oreta rufibrunnea,0.9771,synonym
Oreta cervina,Oreta rufula,0.9869,synonym
Oreta extensa,Oreta adona,0.9687,synonym
Oreta extensa,Oreta figlina,0.9774,synonym
Oreta extensa,Oreta perfusa,0.9829,synonym
Oreta fulgens,Cobanilla fulgens,0.9858,synonym
Oreta fulgens,Cobanilla triumbrata,0.9762,synonym
Oreta fulgens,Oreta thaumalea,0.9871,synonym
Oreta fuscopurpurea,Oreta fuscopurpurea,1.0,synonym
Oreta griseotincta,Mimoreta horishana,0.9582,synonym
Oreta griseotincta,Oreta nucicolor,0.9778,synonym
Oreta insignis,Hypsomadius formosana,0.9702,synonym
Oreta insignis,Oreta formosana,0.9772,synonym
Oreta jaspidea,Cobanilla erminea,0.9658,synonym
Oreta jaspidea,Cobanilla fulvata,0.9832,synonym
Oreta jaspidea,Holoreta rubicunda,0.9787,synonym
Oreta jaspidea,Oreta hepatica,0.9788,synonym
Oreta jaspidea,Oreta hypocalla,0.9783,synonym
Oreta jaspidea,Oreta miltodes,0.9862,synonym
Oreta jaspidea,Oreta nigrostigma,0.9747,synonym
Oreta loochooana,Oreta formosicola,0.9876,synonym
Oreta loochooana,Oreta squamulata,0.9868,synonym
Oreta mollita,Oreta nigritacta,0.9798,synonym
Oreta obtusa,Psiloreta inconspicua,0.9659,synonym
Oreta obtusa,Psiloreta obliquilinea,0.9819,synonym
Oreta paki,Psiloreta paki,0.9822,synonym
Oreta pavaca,Oreta flavida,0.9808,synonym
Oreta pavaca,Psiloreta pavaca,0.9889,synonym
Oreta perfida,Oreta semiornata,0.9825,synonym
Oreta perfida,Oreta variegata,0.9845,synonym
Oreta pulchripes,Oreta auripes,0.9721,synonym
Oreta pulchripes,Oreta calceolaria,0.9704,synonym
Oreta pulchripes,Oreta chosenoreta,0.9673,synonym
Oreta pulchripes,Psiloreta thermidora,0.9423,synonym
Oreta rosea,Cilix americana,0.96,synonym
Oreta rosea,Oreta irrorata,0.9801,synonym
Oreta rosea,Oreta marginata,0.9819,synonym
Oreta rosea,Platypteryx formula,0.9406,synonym
Oreta rubromarginata,Gonoreta subrosea,0.9837,synonym
Oreta sanguinea,Psiloreta sanguinea,0.9903,synonym
Oreta singapura,Oreta lilacina,0.9828,synonym
Oreta sublustris,Oreta nigristriata,0.9767,synonym
Oreta subvinosa,Oreta griseata,0.9843,synonym
Oreta subvinosa,Oreta olivata,0.9895,synonym
Oreta suffusa,Psiloreta violacea,0.974,synonym
Oreta turpis,Oreta calida,0.9886,synonym
Amphitorna albipuncta,Psiloreta albipuncta,0.9881,synonym
Amphitorna castanea,Oreta castanea,0.983,synonym
Amphitorna confusata,Cyclura confusata,0.9776,synonym
Amphitorna excisa,Cyclura excisa,0.9804,synonym
Amphitorna olga,Neoreta olga,0.9574,synonym
Amphitorna olga,Neoreta unicolor,0.9795,synonym
Amphitorna olga,Oreta loga,0.977,synonym
Amphitorna olga,Oreta purpureofasciata,0.9701,synonym
Amphitorna olga,Tomocerota formosana,0.9707,synonym
Amphitorna perexcisa,Neoreta perexcisa,0.9719,synonym
Amphitorna rotundipex,Oreta rotundipex,0.979,synonym
Amphitorna rotundipex,Psiloreta rotundopex,0.9799,synonym
Amphitorna submontana,Cyclura submontana,0.9854,synonym
Amphitorna trogoptera,Oreta trogoptera,0.9686,synonym
Amphitorna trogoptera,Procampsis trogoptera,0.9881,synonym
Tridrepana albonotata,Callidrepana ochrea,0.9741,synonym
Tridrepana albonotata,Drepana albonotata,0.9891,synonym
Tridrepana albonotata,Iridrepana glaciata,0.9861,synonym
Tridrepana albonotata,Iridrepana pervasata,0.9863,synonym
Tridrepana cervina,Iridrepana cervina,0.9881,synonym
Tridrepana examplata,Iridrepana examplata,0.9869,synonym
Tridrepana fulva,Drepana fulva,0.9851,synonym
Tridrepana fulvata,Drepana fulvata,0.9836,synonym
Tridrepana lunulata,Callidrepana lunulata,0.9929,synonym
Tridrepana lunulata,Iridrepana fasciata,0.9836,synonym
Tridrepana lunulata,Tridrepana fasciata,0.9469,synonym
Tridrepana lunulata,Tridrepana prolata,0.9763,synonym
Tridrepana obliquitaenia,Iridrepana obliquitaenia,0.9956,synonym
Tridrepana olivacea,Tridrepana elegans,0.9794,synonym
Tridrepana olivacea,Tridrepana semirufa,0.9815,synonym
Tridrepana olivacea,Tridrepana tristigma,0.969,synonym
Tridrepana postica,Drepana xanthoptera,0.9748,synonym
Tridrepana sadana,Drepana sadana,0.9861,synonym
Tridrepana sera,Tridrepana suffusa,0.9647,synonym
Tridrepana thermopasta,Drepana thermopasta,0.9821,synonym
Urogonodes colorata,Urogonodes perrufa,0.9772,synonym
Urogonodes macrura,Urogonodes seminigra,0.9798,synonym
Urogonodes patiens,Psiloreta patiens,0.9657,synonym
Urogonodes patiens,Psiloreta rufula,0.9497,synonym
Urogonodes patiens,Urogonodes ochracea,0.966,synonym
Urogonodes patiens,Urogonodes sobria,0.9756,synonym
Urogonodes scintillans,Urogonodes inconspicua,0.9676,synonym
Gogana abnormalis,Trotothyris abnormalis,0.9812,synonym
Gogana bornormalis,Goagna bornormalis,0.9731,synonym
Gogana conwayi,Ametroptila conwayi,0.9733,synonym
Gogana cottrillii,Ametroptila cottrillii,0.9683,synonym
Gogana fragilis,Trotothyris fragilis,0.9756,synonym
Gogana integra,Gorgana integra,0.992,synonym
Gogana kerara,Phalacra kerara,0.9778,synonym
Gogana ossicolor,Ametroptila ossicolor,0.9633,synonym
Gogana semibrevis,Ametroptila semibrevis,0.9782,synonym
Gogana specularis,Goagna specularis,0.9864,synonym
Gogana tenera,Phalacra tenera,0.9882,synonym
Gogana turbinifera,Ametroptila turbinifera,0.9729,synonym
Wernya rufifasciata,Wernya fufifasciata,0.9946,synonym
Macrocilix mysticata,Macrocilix bidentata,0.9884,synonym
Macrocilix mysticata,Macrocilix flavotincta,0.9649,synonym
Macrocilix mysticata,Macrocilix magna,0.9763,synonym
Ochropacha duplaris,Bombyx binotata,0.9501,synonym
Ochropacha duplaris,Cimatophora duplaris,0.9751,synonym
Ochropacha duplaris,Cymatophora argentea,0.9754,synonym
Ochropacha duplaris,Cymatophora bipuncta,0.9724,synonym
Ochropacha duplaris,Cymatophora brabantia,0.9726,synonym
Ochropacha duplaris,Cymatophora britannica,0.9775,synonym
Ochropacha duplaris,Cymatophora clara,0.9745,synonym
Ochropacha duplaris,Cymatophora obscurata,0.9746,synonym
Ochropacha duplaris,Cymatophora pulverosa,0.9727,synonym
Ochropacha duplaris,Cymatophora undosa,0.9692,synonym
Ochropacha duplaris,Cymatophora unipunctata,0.9685,synonym
Ochropacha duplaris,Noctua bicolor,0.9446,synonym
Ochropacha duplaris,Noctua bicolorata,0.9439,synonym
Ochropacha duplaris,Noctua bipuncta,0.9386,synonym
Ochropacha duplaris,Ochropacha ruficollis,0.9904,synonym
Ochropacha duplaris,Palimpsestis duplaris,0.9719,synonym
Ochropacha duplaris,Phalaena bipuncta,0.9543,synonym
Ochropacha duplaris,Tethea duplaris,0.9801,synonym
Euphalacra discipuncta,Ectothyris discipuncta,0.9438,synonym
Euphalacra semisecta,Ectothyris semisecta,0.9752,synonym
Euphalacra semisecta,Neophalacra laticornis,0.986,synonym
Euphalacra trifenestrata,Ectothyris trifenestrata,0.9831,synonym
Eudeilinia herminiata,Eudeilinia biseriata,0.9894,synonym
Epicampoptera andersoni,Metadrepana andersoni,0.9755,synonym
Epicampoptera erosa,Thymistida erosa,0.9715,synonym
Epicampoptera heterogyna,Metadrepana heterogyna,0.9745,synonym
Epicampoptera marantica,Epicampoptera ignorata,0.9844,synonym
Epicampoptera marantica,Metadrepana marantica,0.978,synonym
Epicampoptera pallida,Metadrepana pallida,0.9798,synonym
Epicampoptera strandi,Epicampoptera vulvornata,0.9834,synonym
Sabra harpagula,Bombyx sicula,0.9419,synonym
Sabra harpagula,Drepana pallascens,0.9683,synonym
Sabra harpagula,Phalaena harpagula,0.9748,synonym
Sabra harpagula,Platypteryx sicula,0.9636,synonym
Sabra harpagula,Sabra sicula,0.9819,synonym
Sabra sinica,Palaeodrepana sinica,0.9718,synonym
Gonoreta contracta,Oreta contracta,0.9741,synonym
Gonoreta differenciata,Lomadontophana differenciata,0.9907,synonym
Gonoreta gonioptera,Oreta gonioptera,0.9931,synonym
Hypsidia australica,Eggersia australica,0.9912,synonym
Sewa orbiferata,Abraxas orbiferata,0.9815,synonym
Sewa orbiferata,Argyris insignata,0.9731,synonym
Pseudothyatira cymatophoroides,Thyatira cymatophoroides,0.9908,synonym
Pseudothyatira expultrix,Lacinia expultrix,0.9657,synonym
Epipsestis albidisca,Palimpsestis albidisca,0.9864,synonym
Epipsestis albidisca,Polyploca albidisca,0.9818,synonym
Epipsestis albidisca,Polyploca polychromata,0.9719,synonym
Epipsestis bilineata,Polyploca acutangula,0.9715,synonym
Epipsestis bilineata,Polyploca bilineata,0.9842,synonym
Epipsestis dubia,Polyploca dubia,0.9807,synonym
Epipsestis dubia,Polyploca nigrifasciata,0.968,synonym
Epipsestis dubia,Polyploca nigrilineata,0.9636,synonym
Epipsestis dubia,Polyploca semifascia,0.9619,synonym
Epipsestis orbicularis,Palimpsestis orbicularis,0.9718,synonym
Epipsestis orbicularis,Palimpsestis sumatrensis,0.9601,synonym
Epipsestis ornata,Epipsestis unicolor,0.9856,synonym
Epipsestis ornata,Polyploca concolor,0.9626,synonym
Epipsestis ornata,Polyploca ornata,0.9862,synonym
Epipsestis ornata,Sugiploca sugitanii,0.9543,synonym
Epipsestis renalis,Palimpsestis renalis,0.9825,synonym
Astatochroa fuscimargo,Artaxa usta,0.9748,synonym
Astatochroa fuscimargo,Oreta pusilla,0.9672,synonym
Astatochroa fuscimargo,Oreta roseola,0.9666,synonym
Astatochroa fuscimargo,Psiloreta fuscimargo,0.985,synonym
Astatochroa sulphurata,Psiloreta fasciata,0.9721,synonym
Astatochroa sulphurata,Psiloreta obsoleta,0.9704,synonym
Astatochroa sulphurata,Psiloreta sulphurata,0.9805,synonym
Teldenia niveata,Teldenia angustifascia,0.9775,synonym
Ceranemota fasciata,Bombycia fasciata,0.946,synonym
Ceranemota improvisa,Cymatophora improvisa,0.9816,synonym
Ceranemota tearlei,Gluphisia tearlei,0.9443,synonym
Pseudalbara parvula,Pseudalbara griseola,0.9846,synonym
Pseudalbara parvula,Pseudalbara muscula,0.9817,synonym
Mesopsestis undosa,Palimpsestis undosa,0.9838,synonym
Togaria tancrei,Cymatophora tancrei,0.9805,synonym
Togaria tancrei,Nemacerota tancrei,0.9674,synonym
Togaria tancrei,Togaria suzukiana,0.9851,synonym
Togaria tancrei,Togaria takaozana,0.9817,synonym
Mimozethes argentilinearia,Mimozethes nana,0.9902,synonym
Mimozethes lilacinaria,Mimozethes lycoraearia,0.9849,synonym
Kurama galbanus,Asphalia galbanus,0.982,synonym
Kurama galbanus,Polyploca anglica,0.9592,synonym
Kurama mirabilis,Xylina mirabilis,0.9767,synonym
Liocrops carnosa,Phalacropsis carnosa,0.977,synonym
Liocrops edentata,Phalacra edentata,0.9844,synonym
Liocrops pseudoluteata,Phalacropsis pseudoluteata,0.9751,synonym
Liocrops semiprotrusa,Phalacropsis semiprotrusa,0.9809,synonym
Mimopsestis albogrisea,Spilobasis albogrisea,0.9804,synonym
Mimopsestis albogrisea,Toelgyfaloca albogrisea,0.944,synonym
Mimopsestis basalis,Palimpsestis basalis,0.9623,synonym
Mimopsestis circumdata,Spilobasis circumdata,0.9842,synonym
Mimopsestis circumdata,Toelgyfaloca circumdata,0.9471,synonym
Mimopsestis curvata,Spilobasis curvata,0.9759,synonym
Mimopsestis honei,Spilobasis honei,0.9803,synonym
Mimopsestis minor,Spilobasis minor,0.975,synonym
Mimopsestis pseudomaculata,Parapsestis pseudomaculata,0.9848,synonym
Mimopsestis pseudomaculata,Parapsestis pseudomaculata,0.9848,synonym
Mimopsestis pseudomaculata,Spilobasis pseudomaculata,0.9784,synonym
Nemacerota alternata,Palimpsestis alternata,0.9871,synonym
Nemacerota alternata,Stenopsestis alternata,0.9643,synonym
Nemacerota cinerea,Asphalia cinerea,0.9757,synonym
Euthyatira lorata,Thyatira lorata,0.9806,synonym
Euthyatira pennssylvanica,Euthyatira pennsylvanica,0.9969,synonym
Euthyatira pudens,Thyatira pudens,0.9797,synonym
Euthyatira semicircularis,Bombycia griseor,0.9201,synonym
Euthyatira semicircularis,Bombycia semicircularis,0.9431,synonym
Euthyatira semicircularis,Euthyatira tema,0.9596,synonym
Ditrigona conflexaria,Acidalia conflexaria,0.9492,synonym
Ditrigona derocina,Peridrepana derocina,0.9708,synonym
Ditrigona furvicosta,Leucodrepana furvicosta,0.9798,synonym
Ditrigona idaeoides,Leucodrepana idaeoides,0.9775,synonym
Ditrigona inconspicua,Teldenia inconspicua,0.9867,synonym
Ditrigona innotata,Drepana innotata,0.9761,synonym
Ditrigona jardanaria,Corycia jardanaria,0.9586,synonym
Ditrigona lineata,Leucodrepana lineata,0.975,synonym
Ditrigona micronioides,Auzatella micronioides,0.9653,synonym
Ditrigona mytylata,Corycia mytylata,0.9539,synonym
Ditrigona obliquilinea,Leucodrepana obliquilinea,0.9758,synonym
Ditrigona pentesticha,Auzatella pentesticha,0.9711,synonym
Ditrigona quinaria,Drepanodes quinaria,0.9776,synonym
Ditrigona quinaria,Thaleridia pruinosa,0.9763,synonym
Ditrigona quinquelineata,Leucodrepana quinquelineata,0.9805,synonym
Ditrigona sericea,Drepana fulvicosta,0.9487,synonym
Ditrigona sericea,Leucodrepana birmanica,0.9798,synonym
Ditrigona sericea,Peridrepana sericea,0.9801,synonym
Ditrigona virgo,Corycia sacra,0.9407,synonym
Ditrigona virgo,Corycia virgo,0.952,synonym
Cyclidia javana,Cyclidia absentimacula,0.9748,synonym
Cyclidia orciferaria,Cyclidia ociferaria,0.9898,synonym
Cyclidia rectificata,Cyclidia mauricolaria,0.9862,synonym
Cyclidia rectificata,Cyclidia patulata,0.9922,synonym
Cyclidia substigmaria,Cyclidia capitata,0.9725,synonym
Spica parallelangula,Plusinia aurea,0.9556,synonym
Falcaria bilineata,Drepana bilineata,0.9886,synonym
Falcaria bilineata,Drepana hudsoni,0.974,synonym
Falcaria bilineata,Drepana levis,0.9554,synonym
Falcaria bilineata,Falcaria rampartensis,0.9863,synonym
Falcaria lacertinaria,Bombyx lacertula,0.9371,synonym
Falcaria lacertinaria,Drepana brykaria,0.9801,synonym
Falcaria lacertinaria,Drepana conjuncta,0.9792,synonym
Falcaria lacertinaria,Drepana curvula,0.9654,synonym
Falcaria lacertinaria,Drepana dimidiata,0.9746,synonym
Falcaria lacertinaria,Drepana erosula,0.9758,synonym
Falcaria lacertinaria,Drepana interpres,0.9757,synonym
Falcaria lacertinaria,Drepana lacertinaria,0.9541,synonym
Falcaria lacertinaria,Drepana lacertula,0.9645,synonym
Falcaria lacertinaria,Drepana scincula,0.977,synonym
Falcaria lacertinaria,Drepana tacoraria,0.9761,synonym
Falcaria lacertinaria,Falcaria conjuncta,0.9886,synonym
Falcaria lacertinaria,Phalaena lacertula,0.98,synonym
Falcaria lacertinaria,Platypteryx lacertinaria,0.9782,synonym
Falcaria lacertinaria,Platypteryx lacertula,0.9746,synonym
Argodrepana verticata,Peridrepana verticata,0.9866,synonym
Drapetodes fratercula,Drapetodes fratercula,1.0,synonym
Drapetodes matulata,Drapetodes obliquifasciata,0.9629,synonym
Drapetodes mitaria,Drapetodes albidior,0.9857,synonym
Drapetodes mitaria,Drapetodes platycerata,0.9917,synonym
Drapetodes mitaria,Drapetodes vapida,0.976,synonym
Tetheella fluctuosa,Cymatophora fluctuosa,0.9672,synonym
Tetheella fluctuosa,Palimpsestis cocncolor,0.9517,synonym
Tetheella fluctuosa,Palimpsestis fluctuosa,0.9623,synonym
Tetheella fluctuosa,Palimpsestis obscura,0.9338,synonym
Tetheella fluctuosa,Tethea albilinea,0.9482,synonym
Tetheella fluctuosa,Tethea bifasciata,0.9176,synonym
Tetheella fluctuosa,Tethea effusa,0.9761,synonym
Tetheella fluctuosa,Tethea fluctuosa,0.9942,synonym
Negera bimaculata,Ancistrota bimaculata,0.9876,synonym
Negera confusa,Ctenogyna lytaea,0.9482,synonym
Negera confusa,Negera lytaea,0.9886,synonym
Negera immaculata,Ancistrina immaculata,0.9859,synonym
Negera natalensis,Ancistrota geometroides,0.9674,synonym
Negera natalensis,Ctenogyna natalensis,0.9676,synonym
Microthyatira decorata,Nemacerota decorata,0.9664,synonym
Microthyatira decorata,Polyploca decorata,0.9703,synonym
Thyatira batis,Thyatira albopunctata,0.9712,synonym
Thyatira batis,Thyatira conflua,0.9852,synonym
Thyatira batis,Thyatira confluens,0.9873,synonym
Thyatira batis,Thyatira confluens,0.9873,synonym
Thyatira batis,Thyatira derosea,0.9821,synonym
Thyatira batis,Thyatira indecorata,0.9819,synonym
Thyatira batis,Thyatira juncta,0.981,synonym
Thyatira batis,Thyatira phaea,0.9858,synonym
Thyatira batis,Thyatira rubrescens,0.9751,synonym
Thyatira batis,Thyatira variabilis,0.9864,synonym
Thyatira mexicana,Thyatira superba,0.9842,synonym
Zusidava tortricaria,Zusidava sinuosa,0.9751,synonym
Spidia fenestrata,Hemictenarcha rubrisecta,0.9474,synonym
Spidia fenestrata,Spidia fenestriculata,0.9883,synonym
Spidia fenestrata,Spidia rubrisecta,0.9639,synonym
Spidia miserrima,Thymistida miserrima,0.9869,synonym
Spidia smithi,Phalacrothyris smithi,0.9891,synonym
Spidia subviridis,Phalacrothyris subviridis,0.9908,synonym
Toxoides undulata,Osica undulata,0.9391,synonym
Toxoides undulata,Toxoides emphloius,0.9831,synonym
