species,oldSpeciesCanonicalName,similarity,prediction,label,model,threshold
Aria edulis,Lazarolus aria,0.2143,not synonym,synonym,Levenshtein,0.7
Prunus incana,Cerasus incana,0.7143,synonym,synonym,Levenshtein,0.7
Potentilla crantzii,Potentilla villosa,0.5789,not synonym,synonym,Levenshtein,0.7
Frangula granulosa,Ceanothus granulosus,0.55,not synonym,synonym,Levenshtein,0.7
Sageretia parviflora,Rhamnus parviflorus,0.45,not synonym,synonym,Levenshtein,0.7
Spiraea bella,Margarocarpus heterophyllus,0.2222,not synonym,not synonym,Levenshtein,0.7
Hedlundia lonetalensis,Sorbus lonetalensis,0.6364,not synonym,synonym,Levenshtein,0.7
Crataegus scabrifolia,Crataegus henryi,0.5714,not synonym,synonym,Levenshtein,0.7
Dendrocnide subclausa,Procris caudata,0.3333,not synonym,not synonym,Levenshtein,0.7
Sageretia thea,Cecropia candida,0.25,not synonym,not synonym,Levenshtein,0.7
Nanocnide lobata,Colletia obcordata,0.2778,not synonym,not synonym,Levenshtein,0.7
Physocarpus opulifolius,Ziziphus celata,0.1739,not synonym,not synonym,Levenshtein,0.7
Elatostematoides robustum,Forsskaolea eenii,0.2,not synonym,not synonym,Levenshtein,0.7
Procris repens,Ziziphus rotundifolia,0.1905,not synonym,not synonym,Levenshtein,0.7
Colubrina arborescens,Colubrina ferruginosa,0.5238,not synonym,synonym,Levenshtein,0.7
Pouzolzia zeylanica,Sponia andaresa,0.3158,not synonym,not synonym,Levenshtein,0.7
Ficus fergusonii,Scutia fiebrigii,0.25,not synonym,not synonym,Levenshtein,0.7
Ulmus hollandica,Ulmus modiolina,0.5625,not synonym,synonym,Levenshtein,0.7
Boehmeria ternifolia,Sorbus zolyomii,0.2,not synonym,not synonym,Levenshtein,0.7
Pilea inaequalis,Acaena behriana,0.1875,not synonym,not synonym,Levenshtein,0.7
Elatostema filicinum,Halmia lobata,0.2,not synonym,not synonym,Levenshtein,0.7
Acaena montana,Acaena acrobyssina,0.5556,not synonym,synonym,Levenshtein,0.7
Shepherdia canadensis,Sorbus karpatii,0.2381,not synonym,not synonym,Levenshtein,0.7
Zelkova serrata,Missiessya aspera,0.1765,not synonym,not synonym,Levenshtein,0.7
Elatostematoides pictum,Morus caudatifolia,0.1304,not synonym,not synonym,Levenshtein,0.7
Elatostema suzukii,Laportea termatense,0.2632,not synonym,not synonym,Levenshtein,0.7
Treculia obovoidea,Treculia brieyi,0.6111,not synonym,synonym,Levenshtein,0.7
Crataegus macracantha,Crataegus ferentaria,0.5714,not synonym,synonym,Levenshtein,0.7
Discaria chacaye,Parietaria rotundifolia,0.2609,not synonym,not synonym,Levenshtein,0.7
Pourouma guianensis,Pourouma acutiflora,0.4737,not synonym,synonym,Levenshtein,0.7
Ulmus hollandica,Laportea sessiliflora,0.1429,not synonym,not synonym,Levenshtein,0.7
Rhamnus persicifolia,Sorbus parviloba,0.4,not synonym,not synonym,Levenshtein,0.7
Nothocnide melastomatifolia,Pipturus melastomatifolius,0.5556,not synonym,synonym,Levenshtein,0.7
Bencomia caudata,Mespilus laciniata,0.3333,not synonym,not synonym,Levenshtein,0.7
Ulmus hollandica,Zizyphus meigsii,0.0625,not synonym,not synonym,Levenshtein,0.7
Karpatiosorbus balatonica,Sorbus joannis,0.4,not synonym,not synonym,Levenshtein,0.7
Argentina polyphylla,Procris parva,0.25,not synonym,not synonym,Levenshtein,0.7
Prunus discolor,Amygdalus graeca,0.0625,not synonym,synonym,Levenshtein,0.7
Trichocephalus stipularis,Coussapoa cornifolia,0.2,not synonym,not synonym,Levenshtein,0.7
Trilepisium madagascariense,Ceanothus pinetorum,0.1111,not synonym,not synonym,Levenshtein,0.7
Sibiraea laevigata,Hahnia torminalis,0.1667,not synonym,not synonym,Levenshtein,0.7
Pilea oxyodon,Adicea oxyodon,0.7857,synonym,synonym,Levenshtein,0.7
Trema eurhynchum,Trema philippinensis,0.35,not synonym,synonym,Levenshtein,0.7
Pourthiaea villosa,Cerasus nigra,0.2222,not synonym,not synonym,Levenshtein,0.7
Spiraea japonica,Spiraea pumila,0.6875,not synonym,synonym,Levenshtein,0.7
Zelkova serrata,Pomaderris zizyphoides,0.0455,not synonym,not synonym,Levenshtein,0.7
Sloetia elongata,Fleurya aesturans,0.2941,not synonym,not synonym,Levenshtein,0.7
Trema micranthum,Sponia mollis,0.125,not synonym,synonym,Levenshtein,0.7
Ziziphus zeyheriana,Urtica palustris,0.1579,not synonym,not synonym,Levenshtein,0.7
Chaenomeles speciosa,Acaena plioglochin,0.25,not synonym,not synonym,Levenshtein,0.7
Rhamnella franguloides,Microrhamnus taquetii,0.1818,not synonym,synonym,Levenshtein,0.7
Photinia prunifolia,Photinia raupingensis,0.5714,not synonym,synonym,Levenshtein,0.7
Pipturus albidus,Trophis cochinchinensis,0.1739,not synonym,not synonym,Levenshtein,0.7
Colubrina viridis,Procris rhizantha,0.1176,not synonym,not synonym,Levenshtein,0.7
Sarcomphalus obtusifolius,Rhamnus obtusifolia,0.6,not synonym,synonym,Levenshtein,0.7
Celtis paniculata,Dicera lanceolata,0.4118,not synonym,synonym,Levenshtein,0.7
Rhamnus serpyllacea,Rhamnus serpyllifolia,0.7619,synonym,synonym,Levenshtein,0.7
Poikilospermum suaveolens,Conocephalus naucleiformis,0.2308,not synonym,synonym,Levenshtein,0.7
Spiraea bella,Spiraea subcordata,0.5556,not synonym,synonym,Levenshtein,0.7
Sarcomphalus platyphyllus,Ziziphus platyphylla,0.6,not synonym,synonym,Levenshtein,0.7
Pilea inaequalis,Adicea obtusata,0.25,not synonym,synonym,Levenshtein,0.7
Aria umbellata,Pyrus umbellifera,0.5294,not synonym,synonym,Levenshtein,0.7
Rubus caucasicus,Pyrus lobata,0.25,not synonym,not synonym,Levenshtein,0.7
Maquira coriacea,Pseudolmedia huberi,0.1579,not synonym,synonym,Levenshtein,0.7
Pourouma velutina,Pourthiaea parvifolia,0.381,not synonym,not synonym,Levenshtein,0.7
Artocarpus nobilis,Saccus nobilis,0.6111,not synonym,synonym,Levenshtein,0.7
Hedlundia thuringiaca,Pyrus semipinnata,0.2381,not synonym,synonym,Levenshtein,0.7
Spiraea ouensanensis,Spiraea pubescens,0.65,not synonym,synonym,Levenshtein,0.7
Pilea parietaria,Dubrueilia rhombea,0.1667,not synonym,synonym,Levenshtein,0.7
Elatostematoides filicoides,Pellionia filicoides,0.5185,not synonym,synonym,Levenshtein,0.7
Rosa beggeriana,Fragaria elatior,0.125,not synonym,not synonym,Levenshtein,0.7
Aria taurica,Pyrus taurica,0.6923,not synonym,synonym,Levenshtein,0.7
Artocarpus lanceifolius,Cryptandra pauciflora,0.3478,not synonym,not synonym,Levenshtein,0.7
Chaenomeles japonica,Ficus skytinoderma,0.05,not synonym,not synonym,Levenshtein,0.7
Trema cannabina,Sponia timorensis,0.1176,not synonym,synonym,Levenshtein,0.7
Rhaphiolepis indica,Crataegus rubra,0.2632,not synonym,synonym,Levenshtein,0.7
Frangula sphaerosperma,Mespilus aria,0.2273,not synonym,not synonym,Levenshtein,0.7
Hedlundia pseudomeinichii,Sorbus pseudomeinichii,0.68,not synonym,synonym,Levenshtein,0.7
Celtis timorensis,Sorbus grandifolia,0.1667,not synonym,not synonym,Levenshtein,0.7
Trymalium wayi,Laportea chingiana,0.1667,not synonym,not synonym,Levenshtein,0.7
Gouania hillebrandii,Boehmeria longispica,0.15,not synonym,not synonym,Levenshtein,0.7
Discaria chacaye,Discaria crenata,0.6875,not synonym,synonym,Levenshtein,0.7
Margyricarpus ameghinoi,Tetraglochin ameghinoi,0.4783,not synonym,synonym,Levenshtein,0.7
Trema orientale,Potentilla karoi,0.0625,not synonym,not synonym,Levenshtein,0.7
Spiraea pachystachys,Spiraea pachysandra,0.75,synonym,synonym,Levenshtein,0.7
Laportea mooreana,Fleurya mooreana,0.6471,not synonym,synonym,Levenshtein,0.7
Nothocnide repanda,Ficus concentrica,0.1111,not synonym,not synonym,Levenshtein,0.7
Paliurus spina-christi,Paliurus paliurus,0.5909,not synonym,synonym,Levenshtein,0.7
Boehmeria brevirostris,Boehmeria hirta,0.5909,not synonym,synonym,Levenshtein,0.7
Phippsiomeles mexicana,Acaena ovalis,0.1364,not synonym,not synonym,Levenshtein,0.7
Prainea limpato,Prainea limpato,1.0,synonym,synonym,Levenshtein,0.7
Argentina brassii,Potentilla brassii,0.7222,synonym,synonym,Levenshtein,0.7
Chamaemeles coriacea,Pomaderris capsularis,0.2381,not synonym,not synonym,Levenshtein,0.7
Bagassa guianensis,Hippophae litangensis,0.4286,not synonym,not synonym,Levenshtein,0.7
Hijmania turbinata,Maria turbinata,0.7778,synonym,synonym,Levenshtein,0.7
Obetia carruthersiana,Obetia australis,0.4762,not synonym,synonym,Levenshtein,0.7
Artocarpus lanceifolius,Saccus lanceifolius,0.6957,not synonym,synonym,Levenshtein,0.7
Taxotrophis ilicifolia,Celtis flexuosa,0.3182,not synonym,not synonym,Levenshtein,0.7
Spyridium spadiceum,Cryptandra globulosa,0.1,not synonym,not synonym,Levenshtein,0.7
Cecropia angustifolia,Bosquiea thouarsiana,0.1905,not synonym,not synonym,Levenshtein,0.7
Chaenomeles vilmoriniana,Oxyacantha punctata,0.125,not synonym,not synonym,Levenshtein,0.7
Potentilla multifida,Potentilla breviscissa,0.6364,not synonym,synonym,Levenshtein,0.7
Ulmiphyllum tenuinerve,Ulmophyllum tenuinerve,0.9545,synonym,synonym,Levenshtein,0.7
Cryptandra tomentosa,Celtis aurantiaca,0.25,not synonym,not synonym,Levenshtein,0.7
Phylica imberbis,Conocephalus gratus,0.1579,not synonym,not synonym,Levenshtein,0.7
Ulmus szechuanica,Ulmus erythrocarpa,0.4444,not synonym,synonym,Levenshtein,0.7
Celtis lindheimeri,Celtis helleri,0.6667,not synonym,synonym,Levenshtein,0.7
Endotropis serrata,Laportea giraldiana,0.2105,not synonym,not synonym,Levenshtein,0.7
Argentina micropetala,Potentilla axilliflora,0.3182,not synonym,synonym,Levenshtein,0.7
Urtica scabrella,Urtica ildefonsia,0.4706,not synonym,synonym,Levenshtein,0.7
Holodiscus fissus,Sericotheca fissa,0.2941,not synonym,synonym,Levenshtein,0.7
Pyracantha coccinea,Pyracantha pauciflora,0.6667,not synonym,synonym,Levenshtein,0.7
Prunus microcarpa,Fusticus tataiba,0.1765,not synonym,not synonym,Levenshtein,0.7
Gironniera parvifolia,Gironniera scabrida,0.619,not synonym,synonym,Levenshtein,0.7
Pilea pubescens,Celtis rhamnifolia,0.1111,not synonym,not synonym,Levenshtein,0.7
Argentina stenophylla,Hullettia griffithiana,0.2727,not synonym,not synonym,Levenshtein,0.7
Gonostegia pentandra,Pouzolzia acuta,0.3,not synonym,synonym,Levenshtein,0.7
Aria edulis,Pouzolzia arnhemica,0.2105,not synonym,not synonym,Levenshtein,0.7
Boehmeria nivea,Ramium mollicoma,0.125,not synonym,synonym,Levenshtein,0.7
Phenax rugosus,Boehmeria ballotifolia,0.1818,not synonym,synonym,Levenshtein,0.7
Discocnide mexicana,Laportea nicaraguensis,0.0909,not synonym,synonym,Levenshtein,0.7
Morus indica,Morus caudatifolia,0.5,not synonym,synonym,Levenshtein,0.7
Elatostema brongniartianum,Elatostema rupicola,0.5385,not synonym,synonym,Levenshtein,0.7
Ziziphus calophylla,Morus kaempferi,0.2632,not synonym,not synonym,Levenshtein,0.7
Rhaphiolepis daduheensis,Pomaderris hirta,0.2083,not synonym,not synonym,Levenshtein,0.7
Spiraea bella,Spiraea glauca,0.6429,not synonym,synonym,Levenshtein,0.7
Holodiscus australis,Sageretia trinervis,0.15,not synonym,not synonym,Levenshtein,0.7
Coussapoa microcephala,Coussapoa cuneata,0.6364,not synonym,synonym,Levenshtein,0.7
Ficus novae-georgiae,Ficus cristobalensis,0.3,not synonym,synonym,Levenshtein,0.7
Gillenia stipulata,Gillenia stipulacea,0.8947,synonym,synonym,Levenshtein,0.7
Morus indica,Rhamnus wulfenii,0.1875,not synonym,not synonym,Levenshtein,0.7
Trema orientale,Sponia bracteolata,0.2778,not synonym,synonym,Levenshtein,0.7
Paratrophis insignis,Elaeagnus glabra,0.15,not synonym,not synonym,Levenshtein,0.7
Rhaphiolepis fulvicoma,Ceanothus arnouldii,0.1818,not synonym,not synonym,Levenshtein,0.7
Aphanes arvensis,Alchemilla triloba,0.1667,not synonym,synonym,Levenshtein,0.7
Sarcomphalus laurinus,Zizyphus oligantha,0.2381,not synonym,not synonym,Levenshtein,0.7
Pourthiaea bergerae,Pyrus bergerae,0.5789,not synonym,synonym,Levenshtein,0.7
Boehmeria grandis,Boehmeria stipularis,0.6,not synonym,synonym,Levenshtein,0.7
Hijmania angusticornis,Dorstenia angusticornis,0.7391,synonym,synonym,Levenshtein,0.7
Taxotrophis taxoides,Rhamnus ephedra,0.15,not synonym,not synonym,Levenshtein,0.7
Rhamnus parvifolia,Rhamnus tumetica,0.5,not synonym,synonym,Levenshtein,0.7
Rubus alterniflorus,Rubus septicola,0.4737,not synonym,synonym,Levenshtein,0.7
Poulsenia armata,Frangula chimantensis,0.1905,not synonym,not synonym,Levenshtein,0.7
Ulmus laevis,Urera benthamii,0.2,not synonym,not synonym,Levenshtein,0.7
Neillia uekii,Neillia millsii,0.6667,not synonym,synonym,Levenshtein,0.7
Dorstenia barnimiana,Dorstenia ophiocoma,0.6,not synonym,not synonym,Levenshtein,0.7
Cecropia reticulata,Photinia schneideriana,0.2727,not synonym,not synonym,Levenshtein,0.7
Pilea hispaniolana,Pilea melastomoides,0.3684,not synonym,synonym,Levenshtein,0.7
Prunus incana,Cerasus karelinii,0.2941,not synonym,synonym,Levenshtein,0.7
Trymalium albicans,Boehmeria arborescens,0.3333,not synonym,not synonym,Levenshtein,0.7
Phylica paniculata,Soulangia marifolia,0.3158,not synonym,synonym,Levenshtein,0.7
Physocarpus monogynus,Pyrus neglecta,0.3333,not synonym,not synonym,Levenshtein,0.7
Pourouma cuspidata,Morus luzonica,0.3333,not synonym,not synonym,Levenshtein,0.7
Laportea aestuans,Fleurya petiolata,0.2353,not synonym,synonym,Levenshtein,0.7
Urtica magellanica,Urtica pseudodioica,0.5263,not synonym,synonym,Levenshtein,0.7
Cryptandra tubulosa,Potentilla nitida,0.1579,not synonym,not synonym,Levenshtein,0.7
Parietaria pensylvanica,Parietaria obtusa,0.5217,not synonym,synonym,Levenshtein,0.7
Kageneckia oblonga,Eriobotrya poilanei,0.2632,not synonym,not synonym,Levenshtein,0.7
Crumenaria decumbens,Crumenaria steyermarkii,0.5652,not synonym,synonym,Levenshtein,0.7
Trema eurhynchum,Celtis montana,0.125,not synonym,synonym,Levenshtein,0.7
Photinia integrifolia,Photinia sambuciflora,0.5714,not synonym,synonym,Levenshtein,0.7
Ziziphus oenopolia,Ziziphus ferruginea,0.5789,not synonym,synonym,Levenshtein,0.7
Sieversia pusilla,Pilea gonavensis,0.2353,not synonym,not synonym,Levenshtein,0.7
Trema tomentosum,Sponia blancoi,0.1875,not synonym,synonym,Levenshtein,0.7
Acaena poterioides,Acaena poterioides,1.0,synonym,synonym,Levenshtein,0.7
Ventilago kurzii,Crataegus cerasina,0.2222,not synonym,not synonym,Levenshtein,0.7
Cecropia peltata,Cecropia propinqua,0.6111,not synonym,synonym,Levenshtein,0.7
Karpatiosorbus rhodanthera,Sorbus rhodanthera,0.6923,not synonym,synonym,Levenshtein,0.7
Dorstenia arifolia,Rhamnus liukiuensis,0.1579,not synonym,not synonym,Levenshtein,0.7
Taxotrophis ilicifolia,Frangula neblinensis,0.1364,not synonym,not synonym,Levenshtein,0.7
Acaena magellanica,Ficus xavieri,0.1667,not synonym,not synonym,Levenshtein,0.7
Rhamnella rubrinervis,Pouzolzia sponiifolia,0.1905,not synonym,not synonym,Levenshtein,0.7
Colubrina triflora,Ziziphus acuminata,0.1111,not synonym,synonym,Levenshtein,0.7
Maclura cochinchinensis,Naucleopsis insculptula,0.1739,not synonym,not synonym,Levenshtein,0.7
Sibiraea laevigata,Morus latifolia,0.2778,not synonym,not synonym,Levenshtein,0.7
Trema micranthum,Celtis lima,0.125,not synonym,synonym,Levenshtein,0.7
Sarcomphalus obtusifolius,Dalibarda violioides,0.24,not synonym,not synonym,Levenshtein,0.7
Ulmus hollandica,Helxine pensylvanica,0.35,not synonym,not synonym,Levenshtein,0.7
Procris pedunculata,Trymalium stuartii,0.1053,not synonym,not synonym,Levenshtein,0.7
Aria collina,Phylica capitata,0.3125,not synonym,not synonym,Levenshtein,0.7
Crataegus sanguinea,Rhamnus latifolia,0.3684,not synonym,not synonym,Levenshtein,0.7
Spyridium lawrencii,Poikilospermum gagnepainii,0.3077,not synonym,not synonym,Levenshtein,0.7
Pouzolzia zeylanica,Parietaria zeylanica,0.65,not synonym,synonym,Levenshtein,0.7
Treculia africana,Pyrus velebilii,0.1176,not synonym,not synonym,Levenshtein,0.7
Morus nigra,Morus cretica,0.5385,not synonym,synonym,Levenshtein,0.7
Cypholophus vestitus,Boehmeria vestita,0.4,not synonym,synonym,Levenshtein,0.7
Ulmus wallichiana,Urtica lomatocarpa,0.1667,not synonym,not synonym,Levenshtein,0.7
Urtica lobata,Urtica lobata,1.0,synonym,synonym,Levenshtein,0.7
Elaeagnus conferta,Elaeagnus gussoni,0.5556,not synonym,synonym,Levenshtein,0.7
Celtis iguanaea,Celtis glabrata,0.6667,not synonym,synonym,Levenshtein,0.7
Phylica buxifolia,Phylica cordifolia,0.7778,synonym,synonym,Levenshtein,0.7
Aruncus sylvester,Spiraea triternata,0.1111,not synonym,synonym,Levenshtein,0.7
Prunus buxifolia,Pyrus hornadensis,0.2353,not synonym,not synonym,Levenshtein,0.7
Pilea ivohibeensis,Pilea longifolia,0.4444,not synonym,synonym,Levenshtein,0.7
Poikilospermum singalense,Conocephalus singalensis,0.48,not synonym,synonym,Levenshtein,0.7
Ulmus glabra,Sorbus pseudaria,0.3125,not synonym,not synonym,Levenshtein,0.7
Fragaria orientalis,Ceanothus scandens,0.1579,not synonym,not synonym,Levenshtein,0.7
Ulmus glabra,Ulmus corylacea,0.6,not synonym,synonym,Levenshtein,0.7
Karpatiosorbus remensis,Sloetia eusideroxylon,0.1739,not synonym,not synonym,Levenshtein,0.7
Elaeagnus triflora,Elaeagnus cumingii,0.5556,not synonym,synonym,Levenshtein,0.7
Zelkova carpinifolia,Reynosia excisa,0.25,not synonym,not synonym,Levenshtein,0.7
Celtis philippensis,Conocephalus mollis,0.2632,not synonym,not synonym,Levenshtein,0.7
Elaeagnus commutata,Elaeagnus veteris-castelli,0.4615,not synonym,synonym,Levenshtein,0.7
Gonostegia triandra,Octarillum fruticosum,0.1429,not synonym,not synonym,Levenshtein,0.7
Celtis iguanaea,Celtis morifolia,0.5,not synonym,synonym,Levenshtein,0.7
Rhamnus wightii,Potentilla tatsienluensis,0.16,not synonym,not synonym,Levenshtein,0.7
Dorstenia psilurus,Dorstenia gilletii,0.6111,not synonym,synonym,Levenshtein,0.7
Ceanothus foliosus,Ficus clusiifolia,0.2222,not synonym,not synonym,Levenshtein,0.7
Maclura fruticosa,Amygdalus persica,0.2353,not synonym,not synonym,Levenshtein,0.7
Brosimum gaudichaudii,Piratinera gaudichaudii,0.6522,not synonym,synonym,Levenshtein,0.7
Maclura tinctoria,Mertensia commutata,0.2105,not synonym,not synonym,Levenshtein,0.7
Holodiscus discolor,Gouania mexicana,0.2105,not synonym,not synonym,Levenshtein,0.7
Didymodoxa capensis,Australina caffra,0.2105,not synonym,synonym,Levenshtein,0.7
Sorocea guilleminiana,Crataegus bracteata,0.2857,not synonym,not synonym,Levenshtein,0.7
Acaena novae-zelandiae,Ancistrum diandrum,0.2273,not synonym,synonym,Levenshtein,0.7
Gouania hillebrandii,Nanocnide pilosa,0.2,not synonym,not synonym,Levenshtein,0.7
Fragaria orientalis,Ulmus antarctica,0.1053,not synonym,not synonym,Levenshtein,0.7
Rhamnus mulleyana,Oreoherzogia mulleyana,0.5455,not synonym,synonym,Levenshtein,0.7
Ziziphus xylopyrus,Rhamnus sanguinea,0.1667,not synonym,not synonym,Levenshtein,0.7
Physocarpus malvaceus,Neillia malvacea,0.4286,not synonym,synonym,Levenshtein,0.7
Pyronia veitchii,Pyrus veitchii,0.75,synonym,synonym,Levenshtein,0.7
Celtis africana,Urtica bicolor,0.2667,not synonym,not synonym,Levenshtein,0.7
Dorstenia erythrandra,Dorstenia multisquamea,0.5455,not synonym,synonym,Levenshtein,0.7
Cypholophus lutescens,Acaena triglochin,0.0952,not synonym,not synonym,Levenshtein,0.7
Pipturus argenteus,Urtica fruticosa,0.1667,not synonym,synonym,Levenshtein,0.7
Morus alba,Morus italica,0.6923,not synonym,synonym,Levenshtein,0.7
Scutia spicata,Rhamnus senticosa,0.2941,not synonym,synonym,Levenshtein,0.7
Dendrocnide ternatensis,Dendrocnide nitida,0.6087,not synonym,synonym,Levenshtein,0.7
Elatostema heterolobum,Forsskaolea cossoniana,0.0909,not synonym,not synonym,Levenshtein,0.7
Aria umbellata,Urera repens,0.2143,not synonym,not synonym,Levenshtein,0.7
Hedlundia hybrida,Cydonia citripomma,0.3333,not synonym,not synonym,Levenshtein,0.7
Aronia arbutifolia,Adenorhachis arbutifolia,0.625,not synonym,synonym,Levenshtein,0.7
Debregeasia saeneb,Stranvaesia argyi,0.3333,not synonym,not synonym,Levenshtein,0.7
Celtis occidentalis,Potentilla transcaspia,0.2273,not synonym,not synonym,Levenshtein,0.7
Boehmeria depauperata,Broussonetia zanthoxylon,0.25,not synonym,not synonym,Levenshtein,0.7
Photinia serratifolia,Touchardia nana,0.1905,not synonym,not synonym,Levenshtein,0.7
Spiraea bella,Morus mexicana,0.1429,not synonym,not synonym,Levenshtein,0.7
Planera aquatica,Amygdalus incana,0.1875,not synonym,not synonym,Levenshtein,0.7
Karwinskia umbellata,Microrhamnus ericoides,0.0909,not synonym,not synonym,Levenshtein,0.7
Ficus heteropleura,Ficus urophylla,0.5556,not synonym,synonym,Levenshtein,0.7
Lyonothamnus floribundus,Llyonothamnus floribundus,0.96,synonym,synonym,Levenshtein,0.7
Frangula crenata,Pyrus chingiana,0.25,not synonym,not synonym,Levenshtein,0.7
Achudemia myriantha,Saccus maingayi,0.2632,not synonym,not synonym,Levenshtein,0.7
Cryptandra tubulosa,Ulmus manshurica,0.1579,not synonym,not synonym,Levenshtein,0.7
Parietaria circeaefolia,Parietaria circeaefolia,1.0,synonym,synonym,Levenshtein,0.7
Trema orientale,Ziziphus umbellata,0.1667,not synonym,not synonym,Levenshtein,0.7
Pilea parietaria,Adicea rhombea,0.3125,not synonym,synonym,Levenshtein,0.7
Prunus lancilimba,Pygeum lancilimbum,0.6667,not synonym,synonym,Levenshtein,0.7
Oreocnide integrifolia,Celtis elongata,0.2273,not synonym,synonym,Levenshtein,0.7
Crataegus punctata,Boehmeria sidifolia,0.1579,not synonym,not synonym,Levenshtein,0.7
Celtis caucasica,Duretia hirtella,0.1875,not synonym,not synonym,Levenshtein,0.7
Prunus microcarpa,Elatostema frutescens,0.1429,not synonym,not synonym,Levenshtein,0.7
Laportea aestuans,Urtica salicifolia,0.1111,not synonym,not synonym,Levenshtein,0.7
Pouzolzia zeylanica,Tetraglochin andina,0.1579,not synonym,not synonym,Levenshtein,0.7
Bosqueiopsis gilletii,Prunus chorassanica,0.0952,not synonym,not synonym,Levenshtein,0.7
Procris repens,Pellionia begoniifolia,0.2273,not synonym,synonym,Levenshtein,0.7
Prunus cerasus,Urtica elevata,0.2143,not synonym,not synonym,Levenshtein,0.7
Debregeasia longifolia,Urtica angustata,0.2727,not synonym,synonym,Levenshtein,0.7
Acaena antarctica,Acaena microcephala,0.4737,not synonym,synonym,Levenshtein,0.7
Scepocarpus oblongifolius,Morus levasseurei,0.24,not synonym,not synonym,Levenshtein,0.7
Rubus alterniflorus,Rubus attenuatispinus,0.5714,not synonym,synonym,Levenshtein,0.7
Sarcomphalus cotinifolius,Ziziphus cotinifolia,0.6,not synonym,synonym,Levenshtein,0.7
Elaeagnus conferta,Karpatiosorbus parviloba,0.2083,not synonym,not synonym,Levenshtein,0.7
Elaeagnus angustifolia,Brosimum tessmannii,0.1818,not synonym,not synonym,Levenshtein,0.7
Laportea bulbifera,Ulmus expansa,0.1111,not synonym,not synonym,Levenshtein,0.7
Spyridium parvifolium,Trymalium eupatorioides,0.3478,not synonym,synonym,Levenshtein,0.7
Smythea calpicarpa,Ventilago calpicarpa,0.65,not synonym,synonym,Levenshtein,0.7
Elaeagnus angustifolia,Elaeagnus igda,0.5455,not synonym,synonym,Levenshtein,0.7
Discaria articulata,Sibiraea altaiensis,0.2632,not synonym,not synonym,Levenshtein,0.7
Ficus fistulosa,Ficus condensa,0.5333,not synonym,synonym,Levenshtein,0.7
Trema rigidum,Rhamnus cinerascens,0.1579,not synonym,not synonym,Levenshtein,0.7
Potentilla caulescens,Fragariastrum petiolatum,0.0833,not synonym,synonym,Levenshtein,0.7
Photinia serratifolia,Villebrunea intermedia,0.1364,not synonym,not synonym,Levenshtein,0.7
Paratrophis glabra,Gironniera glabra,0.4444,not synonym,synonym,Levenshtein,0.7
Sageretia filiformis,Pyrus crassifolia,0.25,not synonym,not synonym,Levenshtein,0.7
Maoutia setosa,Acaena elegans,0.2143,not synonym,not synonym,Levenshtein,0.7
Sorocea guilleminiana,Sorocea houllettiana,0.7143,synonym,synonym,Levenshtein,0.7
Hedlundia tamamschjanae,Pyrus gabrieljanae,0.3478,not synonym,synonym,Levenshtein,0.7
Hedlundia lippertiana,Sorbus lippertiana,0.619,not synonym,synonym,Levenshtein,0.7
Trema eurhynchum,Trema rugosum,0.5625,not synonym,synonym,Levenshtein,0.7
Frangula crenata,Frangula cambodiana,0.6316,not synonym,synonym,Levenshtein,0.7
Prunus persica,Prunus ferganensis,0.5556,not synonym,synonym,Levenshtein,0.7
Prunus microcarpa,Microcerasus microcarpa,0.6087,not synonym,synonym,Levenshtein,0.7
Crataegus berberifolia,Phenax gaudichaudianus,0.0909,not synonym,not synonym,Levenshtein,0.7
Ulmus lanceifolia,Ulmus lancifolia,0.9412,synonym,synonym,Levenshtein,0.7
Crataegus holmesiana,Crataegus elongata,0.65,not synonym,synonym,Levenshtein,0.7
Parietaria pensylvanica,Streblus ilicifolius,0.1739,not synonym,not synonym,Levenshtein,0.7
Spyridium coactilifolium,Spyridium stuartii,0.5417,not synonym,synonym,Levenshtein,0.7
Elatostema smilacinum,Artocarpus tarap,0.1905,not synonym,not synonym,Levenshtein,0.7
Rubus baileyanus,Rubus tenuicaulis,0.4706,not synonym,synonym,Levenshtein,0.7
Cecropia ficifolia,Artocarpus fretissi,0.2105,not synonym,not synonym,Levenshtein,0.7
Sorbaria pallasii,Pyrus firma,0.1765,not synonym,not synonym,Levenshtein,0.7
Artocarpus rigidus,Urera bequaertii,0.1667,not synonym,not synonym,Levenshtein,0.7
Rhamnus nigricans,Sorbus sargentii,0.1765,not synonym,not synonym,Levenshtein,0.7
Spiraea superba,Acaena polycarpa,0.25,not synonym,not synonym,Levenshtein,0.7
Trema orientale,Sponia wightii,0.2,not synonym,synonym,Levenshtein,0.7
Sageretia parviflora,Eriobotrya angustissima,0.2174,not synonym,not synonym,Levenshtein,0.7
Rubus bouvetianus,Rubus bouvetianus,1.0,synonym,synonym,Levenshtein,0.7
Pipturus argenteus,Crataegus grandis,0.3333,not synonym,not synonym,Levenshtein,0.7
Dendrocnide contracta,Laportea contracta,0.5238,not synonym,synonym,Levenshtein,0.7
Scutia spicata,Rhamnus guayaquilensis,0.1364,not synonym,synonym,Levenshtein,0.7
Laportea interrupta,Pouzolzia heterophylla,0.3182,not synonym,not synonym,Levenshtein,0.7
Chaenomeles japonica,Ficus cuspidatocaudata,0.0909,not synonym,not synonym,Levenshtein,0.7
