species,oldSpeciesCanonicalName,similarity,prediction,label,model,threshold
Werauhia latissima,Carex pterolepta,0.1111,not synonym,not synonym,Levenshtein,0.7
Ficinia nodosa,Scirpus nodosus,0.4667,not synonym,synonym,Levenshtein,0.7
Ixophorus unisetus,Panicum cirrosum,0.1667,not synonym,synonym,Levenshtein,0.7
Vriesea pleiosticha,Vriesea splitgerberi,0.5,not synonym,synonym,Levenshtein,0.7
Ananas comosus,Ananassa mordilona,0.4444,not synonym,synonym,Levenshtein,0.7
Typha domingensis,Typha americana,0.4118,not synonym,synonym,Levenshtein,0.7
Juncus papillosus,Jonghea splendida,0.1765,not synonym,not synonym,Levenshtein,0.7
Restio versatilis,Calyptrocarya bicolor,0.2381,not synonym,not synonym,Levenshtein,0.7
Fimbristylis umbellaris,Quesnelia distichanta,0.1739,not synonym,not synonym,Levenshtein,0.7
Bolboschoenus fluviatilis,Scirpus fluviatilis,0.64,not synonym,synonym,Levenshtein,0.7
Syngonanthus simplex,Sasa macrophylla,0.15,not synonym,not synonym,Levenshtein,0.7
Mnesithea mollicoma,Mnesithea triflora,0.6316,not synonym,synonym,Levenshtein,0.7
Schoenus maschalinus,Tillandsia zebrina,0.25,not synonym,not synonym,Levenshtein,0.7
Chordifex fastigiatus,Sasa tsurumachiana,0.1429,not synonym,not synonym,Levenshtein,0.7
Festuca filiformis,Neosasamorpha naucinodosa,0.24,not synonym,not synonym,Levenshtein,0.7
Cephalocarpus angustus,Scirpus medianus,0.3636,not synonym,not synonym,Levenshtein,0.7
Quesnelia quesneliana,Billbergia rubromarginata,0.32,not synonym,synonym,Levenshtein,0.7
Wittrockia cyathiformis,Mosenia sicarius,0.2609,not synonym,synonym,Levenshtein,0.7
Leiothrix rufula,Vriesea closoniana,0.1111,not synonym,not synonym,Levenshtein,0.7
Puya ferruginea,Pitcairnia viridis,0.1667,not synonym,synonym,Levenshtein,0.7
Eduandrea selloana,Andrea sellowiana,0.7222,synonym,synonym,Levenshtein,0.7
Cortaderia araucana,Hippagrostis burmanni,0.1905,not synonym,not synonym,Levenshtein,0.7
Calyptrocarya glomerulata,Calyptrocarya longifolia,0.68,not synonym,synonym,Levenshtein,0.7
Arctagrostis latifolia,Arundinaria hisauchii,0.2273,not synonym,not synonym,Levenshtein,0.7
Machaerina angustifolia,Bambusa munroi,0.2609,not synonym,not synonym,Levenshtein,0.7
Typha lugdunensis,Billbergia debilis,0.1667,not synonym,not synonym,Levenshtein,0.7
Werauhia latissima,Guzmania pleiosticha,0.35,not synonym,not synonym,Levenshtein,0.7
Luzula sudetica,Gymnoides sudetica,0.5,not synonym,synonym,Levenshtein,0.7
Tillandsia mauryana,Viridantha mauryana,0.6316,not synonym,synonym,Levenshtein,0.7
Alpagrostis alpina,Hypolaena impolita,0.2222,not synonym,not synonym,Levenshtein,0.7
Bulbostylis malawiensis,Scirpus atropurpureovaginatus,0.1724,not synonym,not synonym,Levenshtein,0.7
Desmocladus virgatus,Calorophus benthamii,0.2,not synonym,synonym,Levenshtein,0.7
Hyparrhenia arrhenobasis,Heteropogon arrhenobasis,0.625,not synonym,synonym,Levenshtein,0.7
Catopsis sessiliflora,Luzula chabertii,0.0952,not synonym,not synonym,Levenshtein,0.7
Gahnia filifolia,Caustis sieberi,0.25,not synonym,synonym,Levenshtein,0.7
Carex raoulii,Sasa hashimotoi,0.2,not synonym,not synonym,Levenshtein,0.7
Cutandia memphitica,Festuca caspica,0.3158,not synonym,synonym,Levenshtein,0.7
Centotheca lappacea,Ichnanthus sabulosus,0.25,not synonym,not synonym,Levenshtein,0.7
Fimbristylis argentea,Schoenus halconensis,0.0952,not synonym,not synonym,Levenshtein,0.7
Syngonanthus cuyabensis,Philodice hoffmannseggii,0.1667,not synonym,synonym,Levenshtein,0.7
Paepalanthus longifolius,Festuca sciuroides,0.2083,not synonym,not synonym,Levenshtein,0.7
Anthaenantia lanata,Panicum hirticaulum,0.1579,not synonym,synonym,Levenshtein,0.7
Kengyilia tahelacana,Elymus tahelacanus,0.55,not synonym,synonym,Levenshtein,0.7
Encholirium spectabile,Encholirium densiflorum,0.5217,not synonym,synonym,Levenshtein,0.7
Dimeria gracilis,Elymus brachyaristatus,0.2273,not synonym,not synonym,Levenshtein,0.7
Tillandsia pruinosa,Tillandsia breviscapa,0.6667,not synonym,synonym,Levenshtein,0.7
Chrysopogon gryllus,Rhaphis royleana,0.2105,not synonym,synonym,Levenshtein,0.7
Sasa gracillima,Sasa adstricta,0.4667,not synonym,synonym,Levenshtein,0.7
Cipuropsis capituligera,Dyckia meziana,0.1739,not synonym,not synonym,Levenshtein,0.7
Costularia leucocarpa,Andropogon obscurus,0.1429,not synonym,not synonym,Levenshtein,0.7
Thamnochortus gracilis,Staberoha gracilis,0.5,not synonym,synonym,Levenshtein,0.7
Scleria triglomerata,Scleria nitida,0.5,not synonym,synonym,Levenshtein,0.7
Ficinia neocapensis,Isolepis capensis,0.4737,not synonym,synonym,Levenshtein,0.7
Restio triticeus,Calopsis triticea,0.4706,not synonym,synonym,Levenshtein,0.7
Pseudoroegneria reflexiaristata,Agropyron gmelinii,0.2258,not synonym,synonym,Levenshtein,0.7
Brachyelytrum aristosum,Brachyelytrum septentrionale,0.5714,not synonym,synonym,Levenshtein,0.7
Sasa suzukii,Calamagrostis preslii,0.2381,not synonym,not synonym,Levenshtein,0.7
Bulbostylis funckii,Raddia malmeana,0.0526,not synonym,not synonym,Levenshtein,0.7
Leiothrix fluitans,Paepalanthus fluitans,0.5238,not synonym,synonym,Levenshtein,0.7
Luzula pumila,Andropogon bootanensis,0.0455,not synonym,not synonym,Levenshtein,0.7
Sasa kagamiana,Neosasamorpha hukudaeana,0.375,not synonym,synonym,Levenshtein,0.7
Carex deasyi,Avena ruprechtii,0.25,not synonym,not synonym,Levenshtein,0.7
Schizachyrium luxurians,Andropogon luxurians,0.4348,not synonym,synonym,Levenshtein,0.7
Hyparrhenia confinis,Lamprococcus speciosus,0.1818,not synonym,not synonym,Levenshtein,0.7
Scleria tenella,Hyparrhenia snowdenii,0.2381,not synonym,not synonym,Levenshtein,0.7
Werauhia verrucosa,Billbergia mooreana,0.2105,not synonym,not synonym,Levenshtein,0.7
Fimbristylis fusca,Abildgaardia fusca,0.3889,not synonym,synonym,Levenshtein,0.7
Rhynchospora miliacea,Schoenus sparsus,0.1905,not synonym,synonym,Levenshtein,0.7
Hydrophilus rattrayi,Munroa benthamiana,0.2,not synonym,not synonym,Levenshtein,0.7
Wittrockia superba,Canistrum superbum,0.3889,not synonym,synonym,Levenshtein,0.7
Pseudoroegneria dshinalica,Vossia cambogiensis,0.1538,not synonym,not synonym,Levenshtein,0.7
Rhynchospora tenuiflora,Haplachne pilosissima,0.1304,not synonym,not synonym,Levenshtein,0.7
Polypogon monspeliensis,Rhytachne congoensis,0.3913,not synonym,not synonym,Levenshtein,0.7
Ficinia ecklonea,Elytrigia libanotica,0.3,not synonym,not synonym,Levenshtein,0.7
Eriachne armitii,Eriocaulon circinnatum,0.3636,not synonym,not synonym,Levenshtein,0.7
Carex pellita,Diemisa pellita,0.5333,not synonym,synonym,Levenshtein,0.7
Scleria corymbosa,Aechmea fraseri,0.1765,not synonym,not synonym,Levenshtein,0.7
Sasa tsuboiana,Eriocaulon lacustre,0.1053,not synonym,not synonym,Levenshtein,0.7
Sesleria vaginalis,Sesleria krajinae,0.6667,not synonym,synonym,Levenshtein,0.7
Rhynchospora confusa,Vriesea goniorachis,0.2,not synonym,not synonym,Levenshtein,0.7
Schizostachyum blumei,Arundarbor longinodes,0.0476,not synonym,synonym,Levenshtein,0.7
Lindmania atrorosea,Cottendorfia atrorosea,0.6364,not synonym,synonym,Levenshtein,0.7
Rhynchospora perplexa,Rhynchospora perplexa,1.0,synonym,synonym,Levenshtein,0.7
Cannomois parviflora,Pterodes pilosus,0.3,not synonym,not synonym,Levenshtein,0.7
Typha domingensis,Dovea nuda,0.1765,not synonym,not synonym,Levenshtein,0.7
Brocchinia melanacra,Syngonanthus breviracemosus,0.1852,not synonym,not synonym,Levenshtein,0.7
Fimbristylis acuminata,Eriocaulon sessiliflorum,0.0833,not synonym,not synonym,Levenshtein,0.7
Cinnagrostis breviaristata,Scirpus eckloneus,0.1923,not synonym,not synonym,Levenshtein,0.7
Catopsis nitida,Pogospermum inconspicuum,0.2083,not synonym,synonym,Levenshtein,0.7
Schoenoplectus californicus,Andropogon vulgaris,0.2593,not synonym,not synonym,Levenshtein,0.7
Leiothrix argyroderma,Leiothrix gounelleana,0.5714,not synonym,synonym,Levenshtein,0.7
Fimbristylis pauciflora,Fimbristylis malaccana,0.6522,not synonym,synonym,Levenshtein,0.7
Festuca purpurascens,Tillandsia singularis,0.1429,not synonym,not synonym,Levenshtein,0.7
Paepalanthus ciliatus,Juncus smithii,0.2381,not synonym,not synonym,Levenshtein,0.7
Canistrum camacaense,Canistrum camacaensis,0.9048,synonym,synonym,Levenshtein,0.7
Typha minima,Typha angustissima,0.5556,not synonym,synonym,Levenshtein,0.7
Bulbostylis barbata,Isolepis subtristachya,0.2273,not synonym,synonym,Levenshtein,0.7
Calyptrocarya monocephala,Billbergia brongniartii,0.2,not synonym,not synonym,Levenshtein,0.7
Ficinia bulbosa,Tillandsia unca,0.2667,not synonym,not synonym,Levenshtein,0.7
Sasa senanensis,Sasa nakaii,0.5333,not synonym,synonym,Levenshtein,0.7
Fimbristylis fusca,Arundinaria rhynchantha,0.1739,not synonym,not synonym,Levenshtein,0.7
Werauhia subsecunda,Vriesea subsecunda,0.6842,not synonym,synonym,Levenshtein,0.7
Cipuropsis pinnata,Eriocaulon lutchuense,0.1429,not synonym,not synonym,Levenshtein,0.7
Juncus murbeckii,Andropogon figarianus,0.0476,not synonym,not synonym,Levenshtein,0.7
Oplismenus burmanni,Oplismenus humbertianus,0.6522,not synonym,synonym,Levenshtein,0.7
Avenula pubescens,Cottendorfia argentea,0.2381,not synonym,not synonym,Levenshtein,0.7
Centotheca lappacea,Sasaella nikkoensis,0.0,not synonym,not synonym,Levenshtein,0.7
Syngonanthus anomalus,Sasaella yoshinoi,0.1905,not synonym,not synonym,Levenshtein,0.7
Neoregelia concentrica,Phleum monspeliense,0.1818,not synonym,not synonym,Levenshtein,0.7
Sasaella hidaensis,Eriocaulon giganteum,0.25,not synonym,not synonym,Levenshtein,0.7
Ficinia spiralis,Juncus monostichus,0.1667,not synonym,not synonym,Levenshtein,0.7
Schoenoplectus californicus,Andropogon flavescens,0.1852,not synonym,not synonym,Levenshtein,0.7
Syngonanthus appressus,Endodia lenticularis,0.1818,not synonym,not synonym,Levenshtein,0.7
Luzula excelsa,Juncoides excelsa,0.5294,not synonym,synonym,Levenshtein,0.7
Rhombolytrum monandrum,Chascolytrum bidentatum,0.5217,not synonym,synonym,Levenshtein,0.7
Bulbostylis scabra,Isolepis scabra,0.5556,not synonym,synonym,Levenshtein,0.7
Ficinia sylvatica,Chloris aristata,0.2353,not synonym,not synonym,Levenshtein,0.7
Bulbostylis barbata,Cyperus barbata,0.4737,not synonym,synonym,Levenshtein,0.7
Leptochloa chinensis,Eleusine chinensis,0.55,not synonym,synonym,Levenshtein,0.7
Rhynchospora microcarpa,Rhynchospora edisoniana,0.6522,not synonym,synonym,Levenshtein,0.7
Aechmea anomala,Racinea homostachya,0.3684,not synonym,not synonym,Levenshtein,0.7
Pseudechinolaena polystachya,Poa sinensis,0.2143,not synonym,not synonym,Levenshtein,0.7
Ficinia laevis,Ficinia praeusta,0.625,not synonym,synonym,Levenshtein,0.7
Flagellaria indica,Flagellaria loureiroi,0.619,not synonym,synonym,Levenshtein,0.7
Krenakia triquetra,Cryptangium schenckianum,0.2083,not synonym,synonym,Levenshtein,0.7
Chrysopogon serrulatus,Andropogon incerscens,0.3636,not synonym,synonym,Levenshtein,0.7
Calorophus elongatus,Festuca bornmuelleri,0.05,not synonym,not synonym,Levenshtein,0.7
Leptochloa srilankensis,Dinebra srilankensis,0.6087,not synonym,synonym,Levenshtein,0.7
Festuca filiformis,Calamagrostis cryptolopha,0.12,not synonym,not synonym,Levenshtein,0.7
Aechmea bromeliifolia,Macrochordium macracanthum,0.1538,not synonym,synonym,Levenshtein,0.7
Aechmea aquilega,Aechmea meyerae,0.5625,not synonym,synonym,Levenshtein,0.7
Apocopis intermedius,Vetiveria nigritana,0.15,not synonym,not synonym,Levenshtein,0.7
Vriesea xobliqua,Lepironia compressa,0.2632,not synonym,not synonym,Levenshtein,0.7
Paepalanthus cipoensis,Actinocephalus cipoensis,0.5417,not synonym,synonym,Levenshtein,0.7
Staberoha aemula,Hepetis membranifolia,0.1905,not synonym,not synonym,Levenshtein,0.7
Bulbostylis humilis,Bulbostylis breviculmis,0.6957,not synonym,synonym,Levenshtein,0.7
Chloris flagellifera,Pitcairnia spathacea,0.15,not synonym,not synonym,Levenshtein,0.7
Machaerina glomerata,Xyris canadensis,0.15,not synonym,not synonym,Levenshtein,0.7
Tricostularia pauciflora,Lepyrodia succedanea,0.2083,not synonym,not synonym,Levenshtein,0.7
Bromelia pinguin,Ananas pinguin,0.5,not synonym,synonym,Levenshtein,0.7
Schizachyrium platyphyllum,Andropogon platyphyllus,0.4615,not synonym,synonym,Levenshtein,0.7
Caricoideae obscura,Scleria androgyna,0.1579,not synonym,not synonym,Levenshtein,0.7
Thamnochortus spicigerus,Lepturella aristata,0.0833,not synonym,not synonym,Levenshtein,0.7
Alcantarea glaziouana,Vriesea vasta,0.2381,not synonym,synonym,Levenshtein,0.7
Hypolytrum schraderianum,Syngonanthus dealbatus,0.25,not synonym,not synonym,Levenshtein,0.7
Schoenus compar,Bromelia comosa,0.3333,not synonym,not synonym,Levenshtein,0.7
Alpagrostis setacea,Syngonanthus pterophyllus,0.16,not synonym,not synonym,Levenshtein,0.7
Hyparrhenia diplandra,Hyparrhenia eberhardtii,0.6087,not synonym,synonym,Levenshtein,0.7
Carex phacota,Leptochloa ciliolata,0.25,not synonym,not synonym,Levenshtein,0.7
Bulbostylis contexta,Bulbostylis kirkii,0.6,not synonym,synonym,Levenshtein,0.7
Hyparrhenia diplandra,Glyceria catabrosa,0.2381,not synonym,not synonym,Levenshtein,0.7
Eriocaulon latifolium,Schlumbergeria brasiliensis,0.1111,not synonym,not synonym,Levenshtein,0.7
Piptatheropsis shoshoneana,Mariscus pantopodus,0.1923,not synonym,not synonym,Levenshtein,0.7
Platycaulos mahonii,Festuca inops,0.2632,not synonym,not synonym,Levenshtein,0.7
Chrysopogon zizanioides,Sparganium perpusillum,0.0435,not synonym,not synonym,Levenshtein,0.7
Billbergia speciosa,Billbergia elegans,0.6842,not synonym,synonym,Levenshtein,0.7
Fimbristylis ferruginea,Scirpus globulosus,0.1739,not synonym,synonym,Levenshtein,0.7
Sarocalamus faberi,Arundinaria fangiana,0.25,not synonym,synonym,Levenshtein,0.7
Fimbristylis autumnalis,Pitcairnia grandiflora,0.1739,not synonym,not synonym,Levenshtein,0.7
Festuca lemanii,Scirpus brizoides,0.1176,not synonym,not synonym,Levenshtein,0.7
Scleria latifolia,Cladium tenax,0.2353,not synonym,not synonym,Levenshtein,0.7
Tillandsia linearis,Tillandsia selloa,0.6316,not synonym,synonym,Levenshtein,0.7
Sasaella hidaensis,Asterochaete arundinacea,0.25,not synonym,not synonym,Levenshtein,0.7
Ficinia ecklonea,Vetiveria zizanioides,0.2857,not synonym,not synonym,Levenshtein,0.7
Bisboeckelera irrigua,Schoenoplectus olneyi,0.1429,not synonym,not synonym,Levenshtein,0.7
Scleria latifolia,Sasa obtecta,0.2941,not synonym,not synonym,Levenshtein,0.7
Oplismenus compositus,Navia lopezii,0.2381,not synonym,not synonym,Levenshtein,0.7
Mapania wallichii,Mapania dolichopoda,0.5789,not synonym,synonym,Levenshtein,0.7
Hyparrhenia nyassae,Andropogon vanderystii,0.1364,not synonym,synonym,Levenshtein,0.7
Paepalanthus lamarckii,Paepalanthus viridis,0.6818,not synonym,synonym,Levenshtein,0.7
Machaerina rubiginosa,Cladium brevistigma,0.2857,not synonym,synonym,Levenshtein,0.7
Billbergia amoena,Echinaria todaroana,0.3684,not synonym,not synonym,Levenshtein,0.7
Sasaella masamuneana,Arundinaria inuii,0.15,not synonym,synonym,Levenshtein,0.7
Blysmus compressus,Chaetospora tetragona,0.0952,not synonym,not synonym,Levenshtein,0.7
Sasa chartacea,Sasa sendaica,0.5,not synonym,synonym,Levenshtein,0.7
Luzula racemosa,Puya quillotana,0.2,not synonym,not synonym,Levenshtein,0.7
Hyparrhenia schimperi,Cymbopogon schimperi,0.5238,not synonym,synonym,Levenshtein,0.7
Elegia nuda,Chondropetalum nudum,0.25,not synonym,synonym,Levenshtein,0.7
Scleria latifolia,Schizolepis rufescens,0.2857,not synonym,synonym,Levenshtein,0.7
Mastersiella digitata,Sasa mayebarae,0.2381,not synonym,not synonym,Levenshtein,0.7
Bulbostylis schoenoides,Fimbristylis cinnamomea,0.3913,not synonym,synonym,Levenshtein,0.7
Gahnia drummondii,Chloris biflora,0.1176,not synonym,not synonym,Levenshtein,0.7
Cynosurus polybracteatus,Poa mucronata,0.25,not synonym,not synonym,Levenshtein,0.7
Carex colchica,Vignea colchica,0.6667,not synonym,synonym,Levenshtein,0.7
Danthoniopsis stocksii,Wittmackia poeppigii,0.1818,not synonym,not synonym,Levenshtein,0.7
Gahnia xanthocarpa,Gahnia ebenocarpa,0.7222,synonym,synonym,Levenshtein,0.7
Aechmea bromeliifolia,Macrochordium pulchrum,0.0909,not synonym,synonym,Levenshtein,0.7
Cinnagrostis jamesonii,Mariscus laniger,0.2727,not synonym,not synonym,Levenshtein,0.7
Cryptanthus zonatus,Carex dioica,0.1579,not synonym,not synonym,Levenshtein,0.7
Sasaella hidaensis,Acrocarpus polyphyllus,0.1364,not synonym,not synonym,Levenshtein,0.7
Sasaella ramosa,Sasinaria suwekoana,0.3684,not synonym,synonym,Levenshtein,0.7
Pitcairnia harlingii,Tillandsia pendulispica,0.3478,not synonym,not synonym,Levenshtein,0.7
Festuca membranacea,Festuca pyramidata,0.5263,not synonym,synonym,Levenshtein,0.7
Eriophorum beauverdii,Eriophorum polystachiovaginatum,0.4194,not synonym,synonym,Levenshtein,0.7
Encholirium irwinii,Festuca tuta,0.0526,not synonym,not synonym,Levenshtein,0.7
Milium vernale,Milium montianum,0.5,not synonym,synonym,Levenshtein,0.7
Restio vimineus,Leptocarpus vimineus,0.55,not synonym,synonym,Levenshtein,0.7
Encholirium spectabile,Encholirium pernambucanum,0.6,not synonym,synonym,Levenshtein,0.7
Ceratocaryum fimbriatum,Willdenowia esterhuyseniae,0.0769,not synonym,synonym,Levenshtein,0.7
Schoenoplectus triquetrer,Schoenus pauciflorus,0.36,not synonym,not synonym,Levenshtein,0.7
Rhynchospora glomerata,Arundinaria koyana,0.2727,not synonym,not synonym,Levenshtein,0.7
Bulbostylis conostachya,Leiothrix flexuosa,0.2174,not synonym,not synonym,Levenshtein,0.7
Danthoniopsis simulans,Rattraya simulans,0.5,not synonym,synonym,Levenshtein,0.7
Fimbristylis dichotoma,Isolepis dichotoma,0.5909,not synonym,synonym,Levenshtein,0.7
Cutandia memphitica,Sasa kurokawana,0.2105,not synonym,not synonym,Levenshtein,0.7
Brachyelytrum erectum,Muhlenbergia brachyelytrum,0.2692,not synonym,synonym,Levenshtein,0.7
Fimbristylis ferruginea,Scirpus miliaceus,0.1739,not synonym,synonym,Levenshtein,0.7
Sasaella ramosa,Arundinaria tsukubensis,0.1304,not synonym,synonym,Levenshtein,0.7
Schizostachyum helferi,Karatas sarmentosa,0.1364,not synonym,not synonym,Levenshtein,0.7
Catapodium marinum,Paepalanthus helminthorrhizus,0.2759,not synonym,not synonym,Levenshtein,0.7
Stigmatodon belloi,Vriesea belloi,0.4444,not synonym,synonym,Levenshtein,0.7
Werauhia paupera,Festuca myriostachys,0.2,not synonym,not synonym,Levenshtein,0.7
Schizachyrium scoparium,Leptocarpus chilensis,0.1739,not synonym,not synonym,Levenshtein,0.7
Machaerina falcata,Pleurostachys cimaensis,0.087,not synonym,not synonym,Levenshtein,0.7
Cortaderia selloana,Avena canariensis,0.1579,not synonym,not synonym,Levenshtein,0.7
Sasa magnifica,Sasa igaensis,0.5,not synonym,synonym,Levenshtein,0.7
Rhynchospora watsonii,Scirpus lacustris,0.2381,not synonym,not synonym,Levenshtein,0.7
Rhipidocladum ampliflorum,Restio rhodocoma,0.2,not synonym,not synonym,Levenshtein,0.7
Sarocalamus spanostachyus,Arundinaria spanostachya,0.56,not synonym,synonym,Levenshtein,0.7
Cipuropsis hospitalis,Aechmea platynema,0.0476,not synonym,not synonym,Levenshtein,0.7
Xyris caroliniana,Xyris arenicola,0.5882,not synonym,synonym,Levenshtein,0.7
Paracolpodium tibeticum,Hypodiscus gracilis,0.2174,not synonym,not synonym,Levenshtein,0.7
Leersia monandra,Vetiveria filipes,0.2353,not synonym,not synonym,Levenshtein,0.7
Hechtia pitcairniifolia,Lagenocarpus dracenula,0.1739,not synonym,not synonym,Levenshtein,0.7
Sibirotrisetum bifidum,Avena bifida,0.3182,not synonym,synonym,Levenshtein,0.7
Aechmea tillandsioides,Disteganthus moensii,0.1364,not synonym,not synonym,Levenshtein,0.7
Guzmania kraenzliniana,Chloris humboldtiana,0.3182,not synonym,not synonym,Levenshtein,0.7
Sparganium natans,Elynanthus arenarius,0.3,not synonym,not synonym,Levenshtein,0.7
Carex cephaloidea,Tillandsia goudae,0.1176,not synonym,not synonym,Levenshtein,0.7
Dimeria acinaciformis,Chloris nigra,0.2857,not synonym,not synonym,Levenshtein,0.7
Wittrockia cyathiformis,Hohenbergia cyathiformis,0.625,not synonym,synonym,Levenshtein,0.7
Restio monostylis,Cephalocarpus humilis,0.2857,not synonym,not synonym,Levenshtein,0.7
Typha angustifolia,Cryptangium junciforme,0.3182,not synonym,not synonym,Levenshtein,0.7
Chordifex dimorphus,Guringalia dimorpha,0.3684,not synonym,synonym,Levenshtein,0.7
Paepalanthus tortilis,Eriocaulon tortile,0.381,not synonym,synonym,Levenshtein,0.7
Festuca eugenii,Caraguata berteroana,0.25,not synonym,not synonym,Levenshtein,0.7
Bulbostylis hispidula,Abildgaardia hispidula,0.5909,not synonym,synonym,Levenshtein,0.7
Sasaella kogasensis,Sasa arikae,0.3684,not synonym,synonym,Levenshtein,0.7
Rhynchospora berteroi,Eriocaulon cuyabense,0.1429,not synonym,not synonym,Levenshtein,0.7
Sasaella hidaensis,Scleria rigida,0.2778,not synonym,not synonym,Levenshtein,0.7
Billbergia joliboisii,Ischyrolepis coactilis,0.2273,not synonym,not synonym,Levenshtein,0.7
Flagellaria indica,Cladium microstachyum,0.1905,not synonym,not synonym,Levenshtein,0.7
Festuca camusiana,Abolboda schultesii,0.1579,not synonym,not synonym,Levenshtein,0.7
Sasaella yamakitensis,Andropogon barteri,0.1905,not synonym,not synonym,Levenshtein,0.7
Schizachyrium scoparium,Sorghum scoparium,0.6087,not synonym,synonym,Levenshtein,0.7
Abildgaardia ovata,Scirpus schoenoides,0.1053,not synonym,synonym,Levenshtein,0.7
Centrolepis strigosa,Devauxia patersoniae,0.15,not synonym,synonym,Levenshtein,0.7
Gahnia melanocarpa,Deyeuxia viridis,0.0556,not synonym,not synonym,Levenshtein,0.7
Sasa magnifica,Ischyrolepis papillosa,0.1818,not synonym,not synonym,Levenshtein,0.7
Cannomois parviflora,Cannomois acuminata,0.6,not synonym,synonym,Levenshtein,0.7
Orobium adamantinum,Gahnia boniana,0.2105,not synonym,not synonym,Levenshtein,0.7
Sasa chartacea,Sasa kammurensis,0.375,not synonym,synonym,Levenshtein,0.7
Hypolytrum heterophyllum,Schlumbergeria fastuosa,0.125,not synonym,not synonym,Levenshtein,0.7
Navia arida,Navia igneosicola,0.4706,not synonym,synonym,Levenshtein,0.7
Sasaella leucorhoda,Cyperacites paucinervis,0.1739,not synonym,not synonym,Levenshtein,0.7
Cleistogenes festucacea,Cleistogenes foliosa,0.6522,not synonym,synonym,Levenshtein,0.7
Kengyilia stenachyra,Agropyron stenachyrum,0.4762,not synonym,synonym,Levenshtein,0.7
Baloskion tenuiculme,Restio tenuiculmis,0.6,not synonym,synonym,Levenshtein,0.7
Leptochloa tectoneticola,Diplachne tectoneticola,0.7083,synonym,synonym,Levenshtein,0.7
Lemeltonia narthecioides,Hierochloe parviflora,0.1667,not synonym,not synonym,Levenshtein,0.7
Oplismenus burmanni,Hepetis recurvata,0.2105,not synonym,not synonym,Levenshtein,0.7
Ichnanthus leiocarpus,Luzula altissima,0.0952,not synonym,not synonym,Levenshtein,0.7
Polypogon chilensis,Lepironia cuspidata,0.2105,not synonym,not synonym,Levenshtein,0.7
Hyparrhenia bracteata,Cymbopogon pilosovaginatus,0.2308,not synonym,synonym,Levenshtein,0.7
Paepalanthus falcifolius,Paepalanthus glaziovii,0.6667,not synonym,synonym,Levenshtein,0.7
Pseudoroegneria cognata,Elytrigia dshungarica,0.2174,not synonym,synonym,Levenshtein,0.7
Abolboda killipii,Abolboda minima,0.6471,not synonym,synonym,Levenshtein,0.7
Schizachyrium scoparium,Anarthria ischaemoides,0.1739,not synonym,not synonym,Levenshtein,0.7
Sasa palmata,Chaetospora brevisetis,0.2273,not synonym,not synonym,Levenshtein,0.7
Kengyilia alatavica,Lagenocarpus pauciflorus,0.1667,not synonym,not synonym,Levenshtein,0.7
Hypolytrum africanum,Juncus elegans,0.2,not synonym,not synonym,Levenshtein,0.7
Staberoha distachyos,Paepalanthus syngonanthoides,0.2143,not synonym,not synonym,Levenshtein,0.7
Marsippospermum philippii,Guzmania costaricensis,0.16,not synonym,not synonym,Levenshtein,0.7
Cinnagrostis polygama,Calamagrostis polygama,0.8182,synonym,synonym,Levenshtein,0.7
Centrolepis glabra,Desvauxia glabra,0.5,not synonym,synonym,Levenshtein,0.7
Pseudoroegneria dshinalica,Billbergia chantinii,0.2692,not synonym,not synonym,Levenshtein,0.7
Ichnanthus tenuis,Cladium melanocarpum,0.15,not synonym,not synonym,Levenshtein,0.7
Ronnbergia allenii,Pothuava allenae,0.4444,not synonym,synonym,Levenshtein,0.7
Festuca heteromalla,Scleria discolor,0.2105,not synonym,not synonym,Levenshtein,0.7
Leymus ramosus,Agropyron ramosum,0.4706,not synonym,synonym,Levenshtein,0.7
Elegia thyrsifera,Prantleia glabra,0.1765,not synonym,not synonym,Levenshtein,0.7
Leptochloa panicoides,Avena lanata,0.1905,not synonym,not synonym,Levenshtein,0.7
Carex deasyi,Kobresia glaucifolia,0.25,not synonym,synonym,Levenshtein,0.7
Elegia deusta,Polytoca semiteres,0.2778,not synonym,not synonym,Levenshtein,0.7
Leymus innovatus,Elymus innovatus,0.875,synonym,synonym,Levenshtein,0.7
Chrysopogon fulvibarbis,Eriocaulon arfakense,0.2174,not synonym,not synonym,Levenshtein,0.7
Puya ferruginea,Hepetis ferruginea,0.6667,not synonym,synonym,Levenshtein,0.7
Pseudopentameris obtusifolia,Neosasamorpha tsukubanantaicola,0.2258,not synonym,not synonym,Levenshtein,0.7
Rhynchospora fascicularis,Poa binervata,0.2,not synonym,not synonym,Levenshtein,0.7
Fosterella rusbyi,Fosterella elata,0.6471,not synonym,synonym,Levenshtein,0.7
Carex uncinata,Bromelia denticulata,0.35,not synonym,not synonym,Levenshtein,0.7
Eriachne triseta,Helicodea zebrina,0.2941,not synonym,not synonym,Levenshtein,0.7
Nidularium amazonicum,Nidularium meyendorffii,0.5217,not synonym,not synonym,Levenshtein,0.7
Staberoha distachyos,Leptocarpus distachyos,0.5909,not synonym,synonym,Levenshtein,0.7
Avenula pubescens,Avena insubrica,0.4118,not synonym,synonym,Levenshtein,0.7
Hypodiscus alboaristatus,Panicum raddianum,0.3333,not synonym,not synonym,Levenshtein,0.7
