species,oldSpeciesCanonicalName,similarity,prediction
Phiala bistrigata,Phiala curvistriga,0.9272,synonym
Phiala bistrigata,Phiala curvistrigata,0.9599,synonym
Phiala costipuncta,Phiala angola,0.8054,synonym
Phiala costipuncta,Phiala inferiora,0.8451,synonym
Phiala costipuncta,Phiala ochritincta,0.9195,synonym
Phiala costipuncta,Phiala punctilinea,0.9444,synonym
Phiala costipuncta,Phiala xanthosoma,0.9242,synonym
Phiala crassistriga,Phiala incurva,0.9139,synonym
Phiala cunina,Euchera cunicaria,0.9166,synonym
Phiala cunina,Euchera fervidaria,0.9095,synonym
Phiala cunina,Euchera nivea,0.8563,synonym
Phiala cunina,Euchera ochriventris,0.8588,synonym
Phiala cunina,Phiala fervidaria,0.9449,synonym
Phiala cunina,Phiala nivea,0.9246,synonym
Phiala incana,Phiala arrecta,0.8522,synonym
Phiala marshalli,Phiala reussi,0.8336,synonym
Phiala nigrolineata,Phiala chrysargyra,0.965,synonym
Phiala nigrolineata,Phiala nigrovenata,0.9739,synonym
Phiala nigrolineata,Phiala ochrescens,0.9031,synonym
Phiala nigrolineata,Phiala rubrivena,0.9504,synonym
Phiala pseudatomaria,Phiala sigyna,0.7814,synonym
Phiala pseudatomaria,Phiala sublimbalis,0.9449,synonym
Phiala pseudatomaria,Stenoglene sigyna,0.7795,synonym
Phiala punctulata,Phiala nyassana,0.8612,synonym
Phiala venusta,Phiala angulata,0.9621,synonym
Parajana gabunica,Parajana lamani,0.9475,synonym
Parajana gabunica,Parajana marmorata,0.8237,synonym
Panacela lewinae,Panacela hirta,0.7447,synonym
Panacela lewinae,Panacela pilosa,0.9119,synonym
Panacela lewinae,Panacela pristina,0.569,not synonym
Panacela lewinae,Panacela rufescens,0.9514,synonym
Panacela lewinae,Panacela simplex,0.8666,synonym
Panacela lewinae,Panacela sobria,0.5825,not synonym
Panacela lewinae,Panacela transiens,0.7681,synonym
Panacela signicosta,Panacela fuscocervina,0.7373,synonym
Palirisa cervina,Palirisa burmanica,0.8972,synonym
Palirisa mosoensis,Palirisa angustifasciata,0.9155,synonym
Palirisa mosoensis,Palirisa chocolatina,0.8732,synonym
Palirisa mosoensis,Palirisa curvilineata,0.9067,synonym
Palirisa mosoensis,Palirisa roseitincta,0.9255,synonym
Palirisa mosoensis,Palirisa significata,0.7191,synonym
Nisaga simplex,Nisaga modesta,0.9137,synonym
Melanergon vidua,Melanergon fergussonis,0.9086,synonym
Melanergon vidua,Melanergon louisiadensis,0.7899,synonym
Melanergon vidua,Melanergon proserpina,0.7398,synonym
Marmaroplegma paragarda,Marmaroplegma clio,0.8918,synonym
Marmaroplegma paragarda,Marmaroplegma lineosa,0.9214,synonym
Janomima dannfelti,Janomima claria,0.8145,synonym
Janomima dannfelti,Janomima deduplicata,0.649,not synonym
Janomima dannfelti,Janomima mesundulata,0.5983,not synonym
Janomima dannfelti,Janomima ochrea,0.6733,not synonym
Janomima mariana,Janomima mariana,1.0,synonym
Janomima mariana,Janomima nigricans,0.6356,not synonym
Janomima mariana,Janomima westwoodi,0.6552,not synonym
Jana eurymas,Jana caesarea,0.7875,synonym
Jana eurymas,Jana transvaalica,0.9214,synonym
Jana gracilis,Gracilanja polymorpha,0.6618,not synonym
Jana gracilis,Jana grisea,0.9476,synonym
Jana gracilis,Jana polymorpha,0.7189,synonym
Jana gracilis,Jana rosea,0.9591,synonym
Jana strigina,Jana agrippa,0.6678,not synonym
Jana strigina,Jana camerunica,0.6591,not synonym
Jana strigina,Jana nobilis,0.6519,not synonym
Jana strigina,Striginiana agrippa,0.8796,synonym
Jana strigina,Striginiana camerunica,0.8921,synonym
Jana strigina,Striginiana nobilis,0.8986,synonym
Jana tantalus,Jana crepax,0.8802,synonym
Jana tantalus,Jana signifera,0.9111,synonym
Jana tantalus,Tantaliana crepax,0.7058,synonym
Jana tantalus,Tantaliana signifera,0.7024,synonym
Jana tripunctata,Jana rustica,0.9124,synonym
Hibrildes crawshayi,Hibrildes albescens,0.6816,not synonym
Hibrildes crawshayi,Hibrildes albopunctata,0.6682,not synonym
Hibrildes crawshayi,Hibrildes ansorgei,0.873,synonym
Hibrildes crawshayi,Hibrildes bicolor,0.5877,not synonym
Hibrildes crawshayi,Hibrildes craushayi,0.5952,not synonym
Hibrildes crawshayi,Hibrildes fuscata,0.6808,not synonym
Hibrildes crawshayi,Hibrildes neavi,0.837,synonym
Hibrildes crawshayi,Hibrildes venosa,0.684,not synonym
Hibrildes norax,Hibrildes carpenteri,0.8948,synonym
Hibrildes norax,Hibrildes sheffieldi,0.6015,not synonym
Hibrildes norax,Hibrildes spiritalis,0.8142,synonym
Hemijana semijana,Hemijana distincta,0.9483,synonym
Hemijana subrosea,Hemijana ruberrima,0.9117,synonym
Gonojana dimidiata,Gonojana tenuis,0.8941,synonym
Eupterote citrina,Eupterote lutosa,0.968,synonym
Eupterote diffusa,Eupterote primularis,0.9517,synonym
Eupterote domina,Eupterote pulchra,0.912,synonym
Eupterote fabia,Eupterote alternata,0.9025,synonym
Eupterote fabia,Eupterote auriflua,0.9577,synonym
Eupterote fabia,Eupterote discordens,0.9268,synonym
Eupterote fabia,Eupterote fasciata,0.9506,synonym
Eupterote fabia,Eupterote gyra,0.8055,synonym
Eupterote fabia,Eupterote immutata,0.9343,synonym
Eupterote fabia,Eupterote lucia,0.9612,synonym
Eupterote fabia,Eupterote mutans,0.9061,synonym
Eupterote fabia,Eupterote ochripicta,0.9403,synonym
Eupterote fabia,Eupterote permutata,0.8858,synonym
Eupterote fabia,Pararhodia acuminalba,0.8973,synonym
Eupterote flavicollis,Eupterote adolphaei,0.8388,synonym
Eupterote flavicollis,Eupterote collaris,0.9272,synonym
Eupterote flavida,Eupterote acinea,0.9306,synonym
Eupterote flavida,Eupterote procumbens,0.8892,synonym
Eupterote hibisci,Eupterote anada,0.8014,synonym
Eupterote hibisci,Eupterote geminata,0.9613,synonym
Eupterote hibisci,Eupterote lineata,0.9293,synonym
Eupterote hibisci,Eupterote petosiris,0.9145,synonym
Eupterote hibisci,Eupterote phalaenaria,0.91,synonym
Eupterote hibisci,Eupterote placida,0.8352,synonym
Eupterote mollifera,Eupterote anthereata,0.9351,synonym
Eupterote mollifera,Eupterote canaraica,0.9595,synonym
Eupterote mollifera,Eupterote contaminata,0.935,synonym
Eupterote mollifera,Eupterote flava,0.9496,synonym
Eupterote mollifera,Eupterote flavia,0.9359,synonym
Eupterote mollifera,Eupterote lativittata,0.9372,synonym
Eupterote mollifera,Eupterote mollis,0.9313,synonym
Eupterote mollifera,Eupterote multiarcuata,0.9501,synonym
Eupterote mollifera,Eupterote nilgirica,0.9432,synonym
Eupterote mollifera,Eupterote ornata,0.9467,synonym
Eupterote mollifera,Eupterote rectifascia,0.8928,synonym
Eupterote mollifera,Eupterote rufodisca,0.8776,synonym
Eupterote orientalis,Eupterote aenescens,0.9479,synonym
Eupterote orientalis,Eupterote plumipes,0.9466,synonym
Eupterote orientalis,Eupterote quadrifasciata,0.916,synonym
Eupterote orientalis,Eupterote rubiginosa,0.9576,synonym
Eupterote patula,Eupterote abnorminervis,0.8382,synonym
Eupterote patula,Eupterote dehyalinata,0.8564,synonym
Eupterote patula,Eupterote khasiana,0.9371,synonym
Eupterote patula,Eupterote undulosa,0.9334,synonym
Eupterote undata,Eupterote affinis,0.9306,synonym
Eupterote undata,Eupterote caliginosa,0.9467,synonym
Eupterote undata,Eupterote cinnamomea,0.935,synonym
Eupterote undata,Eupterote consimilis,0.8909,synonym
Eupterote undata,Eupterote cupreipennis,0.9513,synonym
Eupterote undata,Eupterote decorata,0.9704,synonym
Eupterote undata,Eupterote diabolica,0.8568,synonym
Eupterote undata,Eupterote dissimilis,0.9378,synonym
Eupterote undata,Eupterote griseipennis,0.8702,synonym
Eupterote undata,Eupterote hirsuta,0.9573,synonym
Eupterote undata,Eupterote ignavus,0.9097,synonym
Eupterote undata,Eupterote imbecilis,0.8512,synonym
Eupterote undata,Eupterote invalida,0.9404,synonym
Eupterote undata,Eupterote nigricans,0.9517,synonym
Eupterote undata,Eupterote persimilis,0.9272,synonym
Eupterote undata,Eupterote similis,0.9304,synonym
Eupterote undata,Eupterote sinuata,0.9287,synonym
Eupterote undata,Eupterote subdita,0.7808,synonym
Eupterote undata,Eupterote suffusa,0.8841,synonym
Eupterote undata,Eupterote taooensis,0.921,synonym
Eupterote undata,Eupterote undifera,0.94,synonym
Eupterote undata,Eupterote variegata,0.9632,synonym
Eupterote undata,Eupterote vinosa,0.9551,synonym
Epijana cosmia,Epijana lanosa,0.9374,synonym
Epijana cosmia,Epijana velutonia,0.9291,synonym
Ebbepterote expansa,Anthela expansa,0.8328,synonym
Drepanojana fasciata,Drepanojana apicalis,0.9471,synonym
Drepanojana fasciata,Drepanojana maeonia,0.9223,synonym
Cyrtojana trilineata,Cyrtojana apithana,0.9617,synonym
Cotana albomaculata,Cotana ovata,0.9526,synonym
Cotana dubia,Cotana doricrana,0.8131,synonym
Cotana erectilinea,Cotana setakwensis,0.85,synonym
Cotana kebeae,Cotana grandis,0.9525,synonym
Cotana lunulata,Cotana albaserrati,0.928,synonym
Cotana lunulata,Cotana occidentalis,0.9306,synonym
Cotana lunulata,Cotana satisbona,0.6877,not synonym
Cotana lunulata,Cotana unicolor,0.9383,synonym
Cotana rosselliana,Cotana diluta,0.8318,synonym
Cotana rubrescens,Cotana kapaura,0.8729,synonym
Cotana rubrescens,Cotana oetakwensis,0.9447,synonym
Cotana rubrescens,Cotana turneri,0.8987,synonym
Cotana serranotata,Darala consuta,0.809,synonym
Cotana serranotata,Darala serranotata,0.9388,synonym
Camerunia flava,Camerunia lactiflora,0.9409,synonym
Camerunia orphne,Camerunia insignis,0.8925,synonym
Acrojana sciron,Acrojana ochracea,0.7494,synonym
Acrojana scutaea,Acrojana sanguineipes,0.6906,not synonym
Acrojana scutaea,Acrojana sanguinipes,0.8372,synonym
Oreta brunnea,Psiloreta brunnea,0.946,synonym
Oreta carnea,Agnidra carnea,0.9388,synonym
Oreta carnea,Cobanilla cardinalis,0.833,synonym
Oreta carnea,Cobanilla hepatica,0.8289,synonym
Oreta carnea,Drepana berenica,0.7856,synonym
Oreta cervina,Oreta purpurissa,0.818,synonym
Oreta cervina,Oreta rubicunda,0.7444,synonym
Oreta cervina,Oreta rufibrunnea,0.7671,synonym
Oreta cervina,Oreta rufula,0.914,synonym
Oreta extensa,Oreta adona,0.8108,synonym
Oreta extensa,Oreta figlina,0.8479,synonym
Oreta extensa,Oreta perfusa,0.8855,synonym
Oreta fulgens,Cobanilla fulgens,0.9326,synonym
Oreta fulgens,Cobanilla triumbrata,0.9427,synonym
Oreta fulgens,Oreta thaumalea,0.6597,not synonym
Oreta fuscopurpurea,Oreta fuscopurpurea,1.0,synonym
Oreta griseotincta,Mimoreta horishana,0.8905,synonym
Oreta griseotincta,Oreta nucicolor,0.9405,synonym
Oreta insignis,Hypsomadius formosana,0.9211,synonym
Oreta insignis,Oreta formosana,0.8807,synonym
Oreta jaspidea,Cobanilla erminea,0.5961,not synonym
Oreta jaspidea,Cobanilla fulvata,0.7235,synonym
Oreta jaspidea,Holoreta rubicunda,0.9468,synonym
Oreta jaspidea,Oreta hepatica,0.8314,synonym
Oreta jaspidea,Oreta hypocalla,0.9175,synonym
Oreta jaspidea,Oreta miltodes,0.8223,synonym
Oreta jaspidea,Oreta nigrostigma,0.8464,synonym
Oreta loochooana,Oreta formosicola,0.8942,synonym
Oreta loochooana,Oreta squamulata,0.9022,synonym
Oreta mollita,Oreta nigritacta,0.8752,synonym
Oreta obtusa,Psiloreta inconspicua,0.9012,synonym
Oreta obtusa,Psiloreta obliquilinea,0.9012,synonym
Oreta paki,Psiloreta paki,0.8706,synonym
Oreta pavaca,Oreta flavida,0.7029,synonym
Oreta pavaca,Psiloreta pavaca,0.8648,synonym
Oreta perfida,Oreta semiornata,0.6527,not synonym
Oreta perfida,Oreta variegata,0.6981,not synonym
Oreta pulchripes,Oreta auripes,0.9731,synonym
Oreta pulchripes,Oreta calceolaria,0.6888,not synonym
Oreta pulchripes,Oreta chosenoreta,0.6811,not synonym
Oreta pulchripes,Psiloreta thermidora,0.804,synonym
Oreta rosea,Cilix americana,0.8222,synonym
Oreta rosea,Oreta irrorata,0.9044,synonym
Oreta rosea,Oreta marginata,0.9092,synonym
Oreta rosea,Platypteryx formula,0.6612,not synonym
Oreta rubromarginata,Gonoreta subrosea,0.8901,synonym
Oreta sanguinea,Psiloreta sanguinea,0.9247,synonym
Oreta singapura,Oreta lilacina,0.9277,synonym
Oreta sublustris,Oreta nigristriata,0.9464,synonym
Oreta subvinosa,Oreta griseata,0.9486,synonym
Oreta subvinosa,Oreta olivata,0.959,synonym
Oreta suffusa,Psiloreta violacea,0.9037,synonym
Oreta turpis,Oreta calida,0.6289,not synonym
Amphitorna albipuncta,Psiloreta albipuncta,0.9386,synonym
Amphitorna castanea,Oreta castanea,0.6582,not synonym
Amphitorna confusata,Cyclura confusata,0.7199,synonym
Amphitorna excisa,Cyclura excisa,0.7085,synonym
Amphitorna olga,Neoreta olga,0.7315,synonym
Amphitorna olga,Neoreta unicolor,0.893,synonym
Amphitorna olga,Oreta loga,0.7185,synonym
Amphitorna olga,Oreta purpureofasciata,0.9228,synonym
Amphitorna olga,Tomocerota formosana,0.9146,synonym
Amphitorna perexcisa,Neoreta perexcisa,0.8097,synonym
Amphitorna rotundipex,Oreta rotundipex,0.9715,synonym
Amphitorna rotundipex,Psiloreta rotundopex,0.926,synonym
Amphitorna submontana,Cyclura submontana,0.8284,synonym
Amphitorna trogoptera,Oreta trogoptera,0.9585,synonym
Amphitorna trogoptera,Procampsis trogoptera,0.9515,synonym
Tridrepana albonotata,Callidrepana ochrea,0.8657,synonym
Tridrepana albonotata,Drepana albonotata,0.9224,synonym
Tridrepana albonotata,Iridrepana glaciata,0.9158,synonym
Tridrepana albonotata,Iridrepana pervasata,0.7451,synonym
Tridrepana cervina,Iridrepana cervina,0.8767,synonym
Tridrepana examplata,Iridrepana examplata,0.9233,synonym
Tridrepana fulva,Drepana fulva,0.851,synonym
Tridrepana fulvata,Drepana fulvata,0.7803,synonym
Tridrepana lunulata,Callidrepana lunulata,0.9645,synonym
Tridrepana lunulata,Iridrepana fasciata,0.9348,synonym
Tridrepana lunulata,Tridrepana fasciata,0.7917,synonym
Tridrepana lunulata,Tridrepana prolata,0.7323,synonym
Tridrepana obliquitaenia,Iridrepana obliquitaenia,0.9624,synonym
Tridrepana olivacea,Tridrepana elegans,0.8955,synonym
Tridrepana olivacea,Tridrepana semirufa,0.7875,synonym
Tridrepana olivacea,Tridrepana tristigma,0.7776,synonym
Tridrepana postica,Drepana xanthoptera,0.5921,not synonym
Tridrepana sadana,Drepana sadana,0.9176,synonym
Tridrepana sera,Tridrepana suffusa,0.7363,synonym
Tridrepana thermopasta,Drepana thermopasta,0.8496,synonym
Urogonodes colorata,Urogonodes perrufa,0.9281,synonym
Urogonodes macrura,Urogonodes seminigra,0.9586,synonym
Urogonodes patiens,Psiloreta patiens,0.8764,synonym
Urogonodes patiens,Psiloreta rufula,0.7803,synonym
Urogonodes patiens,Urogonodes ochracea,0.7256,synonym
Urogonodes patiens,Urogonodes sobria,0.7557,synonym
Urogonodes scintillans,Urogonodes inconspicua,0.924,synonym
Gogana abnormalis,Trotothyris abnormalis,0.9092,synonym
Gogana bornormalis,Goagna bornormalis,0.9441,synonym
Gogana conwayi,Ametroptila conwayi,0.7437,synonym
Gogana cottrillii,Ametroptila cottrillii,0.9343,synonym
Gogana fragilis,Trotothyris fragilis,0.872,synonym
Gogana integra,Gorgana integra,0.9705,synonym
Gogana kerara,Phalacra kerara,0.9396,synonym
Gogana ossicolor,Ametroptila ossicolor,0.9518,synonym
Gogana semibrevis,Ametroptila semibrevis,0.7569,synonym
Gogana specularis,Goagna specularis,0.9553,synonym
Gogana tenera,Phalacra tenera,0.6787,not synonym
Gogana turbinifera,Ametroptila turbinifera,0.9364,synonym
Wernya rufifasciata,Wernya fufifasciata,0.9719,synonym
Macrocilix mysticata,Macrocilix bidentata,0.9714,synonym
Macrocilix mysticata,Macrocilix flavotincta,0.9432,synonym
Macrocilix mysticata,Macrocilix magna,0.9266,synonym
Ochropacha duplaris,Bombyx binotata,0.855,synonym
Ochropacha duplaris,Cimatophora duplaris,0.9417,synonym
Ochropacha duplaris,Cymatophora argentea,0.8848,synonym
Ochropacha duplaris,Cymatophora bipuncta,0.8932,synonym
Ochropacha duplaris,Cymatophora brabantia,0.9193,synonym
Ochropacha duplaris,Cymatophora britannica,0.9158,synonym
Ochropacha duplaris,Cymatophora clara,0.9278,synonym
Ochropacha duplaris,Cymatophora obscurata,0.8885,synonym
Ochropacha duplaris,Cymatophora pulverosa,0.9244,synonym
Ochropacha duplaris,Cymatophora undosa,0.9267,synonym
Ochropacha duplaris,Cymatophora unipunctata,0.8496,synonym
Ochropacha duplaris,Noctua bicolor,0.9106,synonym
Ochropacha duplaris,Noctua bicolorata,0.8875,synonym
Ochropacha duplaris,Noctua bipuncta,0.8914,synonym
Ochropacha duplaris,Ochropacha ruficollis,0.9634,synonym
Ochropacha duplaris,Palimpsestis duplaris,0.8126,synonym
Ochropacha duplaris,Phalaena bipuncta,0.8744,synonym
Ochropacha duplaris,Tethea duplaris,0.8293,synonym
Euphalacra discipuncta,Ectothyris discipuncta,0.9323,synonym
Euphalacra semisecta,Ectothyris semisecta,0.9426,synonym
Euphalacra semisecta,Neophalacra laticornis,0.9147,synonym
Euphalacra trifenestrata,Ectothyris trifenestrata,0.965,synonym
Eudeilinia herminiata,Eudeilinia biseriata,0.9787,synonym
Epicampoptera andersoni,Metadrepana andersoni,0.5564,not synonym
Epicampoptera erosa,Thymistida erosa,0.7154,synonym
Epicampoptera heterogyna,Metadrepana heterogyna,0.8876,synonym
Epicampoptera marantica,Epicampoptera ignorata,0.9698,synonym
Epicampoptera marantica,Metadrepana marantica,0.6472,not synonym
Epicampoptera pallida,Metadrepana pallida,0.8972,synonym
Epicampoptera strandi,Epicampoptera vulvornata,0.9514,synonym
Sabra harpagula,Bombyx sicula,0.5914,not synonym
Sabra harpagula,Drepana pallascens,0.5073,not synonym
Sabra harpagula,Phalaena harpagula,0.6667,not synonym
Sabra harpagula,Platypteryx sicula,0.5116,not synonym
Sabra harpagula,Sabra sicula,0.7945,synonym
Sabra sinica,Palaeodrepana sinica,0.8103,synonym
Gonoreta contracta,Oreta contracta,0.9794,synonym
Gonoreta differenciata,Lomadontophana differenciata,0.9208,synonym
Gonoreta gonioptera,Oreta gonioptera,0.9473,synonym
Hypsidia australica,Eggersia australica,0.9205,synonym
Sewa orbiferata,Abraxas orbiferata,0.9528,synonym
Sewa orbiferata,Argyris insignata,0.8629,synonym
Pseudothyatira cymatophoroides,Thyatira cymatophoroides,0.9864,synonym
Pseudothyatira expultrix,Lacinia expultrix,0.9368,synonym
Epipsestis albidisca,Palimpsestis albidisca,0.9614,synonym
Epipsestis albidisca,Polyploca albidisca,0.9487,synonym
Epipsestis albidisca,Polyploca polychromata,0.8597,synonym
Epipsestis bilineata,Polyploca acutangula,0.9089,synonym
Epipsestis bilineata,Polyploca bilineata,0.8818,synonym
Epipsestis dubia,Polyploca dubia,0.8815,synonym
Epipsestis dubia,Polyploca nigrifasciata,0.868,synonym
Epipsestis dubia,Polyploca nigrilineata,0.8049,synonym
Epipsestis dubia,Polyploca semifascia,0.7521,synonym
Epipsestis orbicularis,Palimpsestis orbicularis,0.9502,synonym
Epipsestis orbicularis,Palimpsestis sumatrensis,0.8303,synonym
Epipsestis ornata,Epipsestis unicolor,0.8154,synonym
Epipsestis ornata,Polyploca concolor,0.8891,synonym
Epipsestis ornata,Polyploca ornata,0.9425,synonym
Epipsestis ornata,Sugiploca sugitanii,0.8481,synonym
Epipsestis renalis,Palimpsestis renalis,0.9687,synonym
Astatochroa fuscimargo,Artaxa usta,0.8445,synonym
Astatochroa fuscimargo,Oreta pusilla,0.9219,synonym
Astatochroa fuscimargo,Oreta roseola,0.8702,synonym
Astatochroa fuscimargo,Psiloreta fuscimargo,0.9025,synonym
Astatochroa sulphurata,Psiloreta fasciata,0.8462,synonym
Astatochroa sulphurata,Psiloreta obsoleta,0.7266,synonym
Astatochroa sulphurata,Psiloreta sulphurata,0.949,synonym
Teldenia niveata,Teldenia angustifascia,0.7901,synonym
Ceranemota fasciata,Bombycia fasciata,0.8987,synonym
Ceranemota improvisa,Cymatophora improvisa,0.7968,synonym
Ceranemota tearlei,Gluphisia tearlei,0.8903,synonym
Pseudalbara parvula,Pseudalbara griseola,0.9615,synonym
Pseudalbara parvula,Pseudalbara muscula,0.9409,synonym
Mesopsestis undosa,Palimpsestis undosa,0.9107,synonym
Togaria tancrei,Cymatophora tancrei,0.5917,not synonym
Togaria tancrei,Nemacerota tancrei,0.7986,synonym
Togaria tancrei,Togaria suzukiana,0.8541,synonym
Togaria tancrei,Togaria takaozana,0.9592,synonym
Mimozethes argentilinearia,Mimozethes nana,0.896,synonym
Mimozethes lilacinaria,Mimozethes lycoraearia,0.9277,synonym
Kurama galbanus,Asphalia galbanus,0.6894,not synonym
Kurama galbanus,Polyploca anglica,0.837,synonym
Kurama mirabilis,Xylina mirabilis,0.9198,synonym
Liocrops carnosa,Phalacropsis carnosa,0.9403,synonym
Liocrops edentata,Phalacra edentata,0.9554,synonym
Liocrops pseudoluteata,Phalacropsis pseudoluteata,0.9521,synonym
Liocrops semiprotrusa,Phalacropsis semiprotrusa,0.9622,synonym
Mimopsestis albogrisea,Spilobasis albogrisea,0.9093,synonym
Mimopsestis albogrisea,Toelgyfaloca albogrisea,0.9268,synonym
Mimopsestis basalis,Palimpsestis basalis,0.8686,synonym
Mimopsestis circumdata,Spilobasis circumdata,0.8607,synonym
Mimopsestis circumdata,Toelgyfaloca circumdata,0.8624,synonym
Mimopsestis curvata,Spilobasis curvata,0.9397,synonym
Mimopsestis honei,Spilobasis honei,0.8794,synonym
Mimopsestis minor,Spilobasis minor,0.8943,synonym
Mimopsestis pseudomaculata,Parapsestis pseudomaculata,0.9173,synonym
Mimopsestis pseudomaculata,Parapsestis pseudomaculata,0.9173,synonym
Mimopsestis pseudomaculata,Spilobasis pseudomaculata,0.955,synonym
Nemacerota alternata,Palimpsestis alternata,0.8874,synonym
Nemacerota alternata,Stenopsestis alternata,0.9365,synonym
Nemacerota cinerea,Asphalia cinerea,0.9537,synonym
Euthyatira lorata,Thyatira lorata,0.7544,synonym
Euthyatira pennssylvanica,Euthyatira pennsylvanica,0.9652,synonym
Euthyatira pudens,Thyatira pudens,0.848,synonym
Euthyatira semicircularis,Bombycia griseor,0.7583,synonym
Euthyatira semicircularis,Bombycia semicircularis,0.89,synonym
Euthyatira semicircularis,Euthyatira tema,0.8152,synonym
Ditrigona conflexaria,Acidalia conflexaria,0.9231,synonym
Ditrigona derocina,Peridrepana derocina,0.8972,synonym
Ditrigona furvicosta,Leucodrepana furvicosta,0.9489,synonym
Ditrigona idaeoides,Leucodrepana idaeoides,0.9684,synonym
Ditrigona inconspicua,Teldenia inconspicua,0.9579,synonym
Ditrigona innotata,Drepana innotata,0.9418,synonym
Ditrigona jardanaria,Corycia jardanaria,0.9721,synonym
Ditrigona lineata,Leucodrepana lineata,0.94,synonym
Ditrigona micronioides,Auzatella micronioides,0.9657,synonym
Ditrigona mytylata,Corycia mytylata,0.9717,synonym
Ditrigona obliquilinea,Leucodrepana obliquilinea,0.9055,synonym
Ditrigona pentesticha,Auzatella pentesticha,0.8368,synonym
Ditrigona quinaria,Drepanodes quinaria,0.9496,synonym
Ditrigona quinaria,Thaleridia pruinosa,0.8464,synonym
Ditrigona quinquelineata,Leucodrepana quinquelineata,0.9518,synonym
Ditrigona sericea,Drepana fulvicosta,0.9231,synonym
Ditrigona sericea,Leucodrepana birmanica,0.8775,synonym
Ditrigona sericea,Peridrepana sericea,0.8988,synonym
Ditrigona virgo,Corycia sacra,0.8772,synonym
Ditrigona virgo,Corycia virgo,0.8936,synonym
Cyclidia javana,Cyclidia absentimacula,0.8345,synonym
Cyclidia orciferaria,Cyclidia ociferaria,0.9649,synonym
Cyclidia rectificata,Cyclidia mauricolaria,0.9469,synonym
Cyclidia rectificata,Cyclidia patulata,0.9734,synonym
Cyclidia substigmaria,Cyclidia capitata,0.9688,synonym
Spica parallelangula,Plusinia aurea,0.8454,synonym
Falcaria bilineata,Drepana bilineata,0.939,synonym
Falcaria bilineata,Drepana hudsoni,0.8233,synonym
Falcaria bilineata,Drepana levis,0.8647,synonym
Falcaria bilineata,Falcaria rampartensis,0.8436,synonym
Falcaria lacertinaria,Bombyx lacertula,0.8263,synonym
Falcaria lacertinaria,Drepana brykaria,0.8544,synonym
Falcaria lacertinaria,Drepana conjuncta,0.9144,synonym
Falcaria lacertinaria,Drepana curvula,0.9286,synonym
Falcaria lacertinaria,Drepana dimidiata,0.8834,synonym
Falcaria lacertinaria,Drepana erosula,0.8844,synonym
Falcaria lacertinaria,Drepana interpres,0.8945,synonym
Falcaria lacertinaria,Drepana lacertinaria,0.9245,synonym
Falcaria lacertinaria,Drepana lacertula,0.9148,synonym
Falcaria lacertinaria,Drepana scincula,0.757,synonym
Falcaria lacertinaria,Drepana tacoraria,0.9262,synonym
Falcaria lacertinaria,Falcaria conjuncta,0.9373,synonym
Falcaria lacertinaria,Phalaena lacertula,0.9063,synonym
Falcaria lacertinaria,Platypteryx lacertinaria,0.8494,synonym
Falcaria lacertinaria,Platypteryx lacertula,0.8488,synonym
Argodrepana verticata,Peridrepana verticata,0.8054,synonym
Drapetodes fratercula,Drapetodes fratercula,1.0,synonym
Drapetodes matulata,Drapetodes obliquifasciata,0.9567,synonym
Drapetodes mitaria,Drapetodes albidior,0.9259,synonym
Drapetodes mitaria,Drapetodes platycerata,0.857,synonym
Drapetodes mitaria,Drapetodes vapida,0.8919,synonym
Tetheella fluctuosa,Cymatophora fluctuosa,0.927,synonym
Tetheella fluctuosa,Palimpsestis cocncolor,0.8344,synonym
Tetheella fluctuosa,Palimpsestis fluctuosa,0.8056,synonym
Tetheella fluctuosa,Palimpsestis obscura,0.6977,not synonym
Tetheella fluctuosa,Tethea albilinea,0.7961,synonym
Tetheella fluctuosa,Tethea bifasciata,0.8199,synonym
Tetheella fluctuosa,Tethea effusa,0.7593,synonym
Tetheella fluctuosa,Tethea fluctuosa,0.7738,synonym
Negera bimaculata,Ancistrota bimaculata,0.8398,synonym
Negera confusa,Ctenogyna lytaea,0.7415,synonym
Negera confusa,Negera lytaea,0.7433,synonym
Negera immaculata,Ancistrina immaculata,0.8345,synonym
Negera natalensis,Ancistrota geometroides,0.6269,not synonym
Negera natalensis,Ctenogyna natalensis,0.8323,synonym
Microthyatira decorata,Nemacerota decorata,0.9496,synonym
Microthyatira decorata,Polyploca decorata,0.9066,synonym
Thyatira batis,Thyatira albopunctata,0.9167,synonym
Thyatira batis,Thyatira conflua,0.7948,synonym
Thyatira batis,Thyatira confluens,0.8736,synonym
Thyatira batis,Thyatira confluens,0.8736,synonym
Thyatira batis,Thyatira derosea,0.9392,synonym
Thyatira batis,Thyatira indecorata,0.9318,synonym
Thyatira batis,Thyatira juncta,0.9412,synonym
Thyatira batis,Thyatira phaea,0.7841,synonym
Thyatira batis,Thyatira rubrescens,0.9201,synonym
Thyatira batis,Thyatira variabilis,0.9117,synonym
Thyatira mexicana,Thyatira superba,0.8752,synonym
Zusidava tortricaria,Zusidava sinuosa,0.7885,synonym
Spidia fenestrata,Hemictenarcha rubrisecta,0.8153,synonym
Spidia fenestrata,Spidia fenestriculata,0.9861,synonym
Spidia fenestrata,Spidia rubrisecta,0.8954,synonym
Spidia miserrima,Thymistida miserrima,0.7156,synonym
Spidia smithi,Phalacrothyris smithi,0.9269,synonym
