species,oldSpeciesCanonicalName,similarity,prediction,model,threshold,pooling
Dysschema mariamne,Dysschema thetis,0.9958,synonym,gpt2-medium,0.7,last_token
Dysschema terminata,Dysschema holofernes,0.9991,synonym,gpt2-medium,0.7,last_token
Dysschema centenaria,Dysschema obscura,0.9985,synonym,gpt2-medium,0.7,last_token
Dysschema sacrifica,Dysschema crucifera,0.9957,synonym,gpt2-medium,0.7,last_token
Dysschema lycaste,Dysschema cydon,0.9927,synonym,gpt2-medium,0.7,last_token
Dysschema lycaste,Dysschema iscariotes,0.9969,synonym,gpt2-medium,0.7,last_token
Dysschema lycaste,Dysschema praetides,0.9986,synonym,gpt2-medium,0.7,last_token
Dysschema lycaste,Dysschema tibesis,0.9987,synonym,gpt2-medium,0.7,last_token
Dysschema hypoxantha,Dysschema sibylla,0.9992,synonym,gpt2-medium,0.7,last_token
Dysschema viuda,Dysschema vidua,0.9991,synonym,gpt2-medium,0.7,last_token
Dysschema boisduvalii,Dysschema funeralis,0.9983,synonym,gpt2-medium,0.7,last_token
Chrysograpta igneola,Egnasia igneola,0.9982,synonym,gpt2-medium,0.7,last_token
Mursa phtisialis,Mursa calisalis,0.9995,synonym,gpt2-medium,0.7,last_token
Mursa phtisialis,Mursa comptalis,0.9974,synonym,gpt2-medium,0.7,last_token
Mursa phtisialis,Mursa disparatalis,0.9985,synonym,gpt2-medium,0.7,last_token
Mursa phtisialis,Mursa gracilis,0.9995,synonym,gpt2-medium,0.7,last_token
Mursa phtisialis,Mursa judicatalis,0.9994,synonym,gpt2-medium,0.7,last_token
Mursa phtisialis,Mursa maceria,0.9975,synonym,gpt2-medium,0.7,last_token
Mursa phtisialis,Mursa marica,0.9979,synonym,gpt2-medium,0.7,last_token
Mursa phtisialis,Mursa sotiusalis,0.9989,synonym,gpt2-medium,0.7,last_token
Mursa phtisialis,Mursa subrufa,0.9959,synonym,gpt2-medium,0.7,last_token
Lophotavia incivilis,Lophotavia merulina,0.9986,synonym,gpt2-medium,0.7,last_token
Lophotavia incivilis,Lophotavia nigrocyanea,0.9992,synonym,gpt2-medium,0.7,last_token
Lophotavia pulcherrima,Lophotavia prunicolora,0.9996,synonym,gpt2-medium,0.7,last_token
Ctenosia psectriphora,Pusiola psectriphora,0.9995,synonym,gpt2-medium,0.7,last_token
Creatonotos dulla,Creatonotos aurantiaca,0.9995,synonym,gpt2-medium,0.7,last_token
Creatonotos dulla,Creatonotos borealis,0.9971,synonym,gpt2-medium,0.7,last_token
Creatonotos gangis,Creatonotos continuatus,0.9988,synonym,gpt2-medium,0.7,last_token
Creatonotos gangis,Creatonotos flavoabdominalis,0.9975,synonym,gpt2-medium,0.7,last_token
Creatonotos gangis,Creatonotos francisca,0.998,synonym,gpt2-medium,0.7,last_token
Creatonotos gangis,Creatonotos interrupta,0.9988,synonym,gpt2-medium,0.7,last_token
Creatonotos gangis,Creatonotos nigrescens,0.9979,synonym,gpt2-medium,0.7,last_token
Creatonotos gangis,Creatonotos pallida,0.9982,synonym,gpt2-medium,0.7,last_token
Creatonotos gangis,Phalaena gangis,0.9995,synonym,gpt2-medium,0.7,last_token
Creatonotos leucanioides,Creatonotos brunnipennis,0.998,synonym,gpt2-medium,0.7,last_token
Creatonotos punctivitta,Spilosoma punctivitta,0.9953,synonym,gpt2-medium,0.7,last_token
Creatonotos transiens,Aloa isabellina,0.9976,synonym,gpt2-medium,0.7,last_token
Creatonotos transiens,Amphissa vacillans,0.9948,synonym,gpt2-medium,0.7,last_token
Creatonotos transiens,Creatonotos vacillans,0.9978,synonym,gpt2-medium,0.7,last_token
Cabardites limbata,Aemene formosibia,0.9989,synonym,gpt2-medium,0.7,last_token
Cabardites limbata,Aemene shirakii,0.9974,synonym,gpt2-medium,0.7,last_token
Cabardites limbata,Miltochrista limbata,0.9993,synonym,gpt2-medium,0.7,last_token
Cabardites maculata,Adites maculata,0.9995,synonym,gpt2-medium,0.7,last_token
Cabardites maculata,Aemene maculata,0.9985,synonym,gpt2-medium,0.7,last_token
Cabardites maculata,Nudaria maculata,0.998,synonym,gpt2-medium,0.7,last_token
Cabardites pica,Aemene fuscipennis,0.9958,synonym,gpt2-medium,0.7,last_token
Cabardites pica,Miltochrista pica,0.9989,synonym,gpt2-medium,0.7,last_token
Cabardites pica,Parasiccia fuscipennis,0.9956,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Arctia mendica,0.999,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Bombyx mendica,0.999,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Chelonia mendica,0.9987,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Cycnia mendica,0.9995,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Diacrisia mendica,0.9989,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma albinotata,0.9973,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma binaghii,0.998,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma circumpunctata,0.9974,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma depuncta,0.9971,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma inversa,0.9981,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma mendica,0.9975,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma mendicana,0.9966,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma murina,0.9955,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma nigrociliata,0.9965,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma sabulosa,0.9963,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma standfussi,0.9973,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma substriata,0.9959,synonym,gpt2-medium,0.7,last_token
Diaphora mendica,Spilosoma syra,0.9899,synonym,gpt2-medium,0.7,last_token
Diaphora sordida,Chelonia sordida,0.9978,synonym,gpt2-medium,0.7,last_token
Diaphora sordida,Cycnia sordida,0.999,synonym,gpt2-medium,0.7,last_token
Alphaea imbuta,Arctia imbuta,0.9997,synonym,gpt2-medium,0.7,last_token
Alphaea imbuta,Estigmene femina,0.9982,synonym,gpt2-medium,0.7,last_token
Alphaea imbuta,Estigmene imbuta,0.9983,synonym,gpt2-medium,0.7,last_token
Alphaea imbuta,Estigmene khasiana,0.9978,synonym,gpt2-medium,0.7,last_token
Alphaea imbuta,Estigmene normalis,0.998,synonym,gpt2-medium,0.7,last_token
Alphaea imbuta,Estigmene sikkimensis,0.9979,synonym,gpt2-medium,0.7,last_token
Alphaea imbuta,Nayaca imbuta,0.9983,synonym,gpt2-medium,0.7,last_token
Alphaea impleta,Hypercompa impleta,0.999,synonym,gpt2-medium,0.7,last_token
Alphaea impleta,Spilosoma impleta,0.9959,synonym,gpt2-medium,0.7,last_token
Alphaea impleta,Spilosoma simplicicilia,0.9944,synonym,gpt2-medium,0.7,last_token
Bertula sphaerula,Asthala sphaerula,0.9995,synonym,gpt2-medium,0.7,last_token
Bertula pulla,Bleptina pulla,0.9996,synonym,gpt2-medium,0.7,last_token
Bertula momusalis,Bocana momusalis,0.9996,synonym,gpt2-medium,0.7,last_token
Bertula momusalis,Hydrillodes momusalis,0.9996,synonym,gpt2-medium,0.7,last_token
Bertula micealis,Bleptina micealis,0.9995,synonym,gpt2-medium,0.7,last_token
Bertula insignifica,Adrapsa murina,0.9983,synonym,gpt2-medium,0.7,last_token
Bertula incongruens,Bertula amurensis,0.9926,synonym,gpt2-medium,0.7,last_token
Bertula centralis,Bleptina grimsgaardi,0.9984,synonym,gpt2-medium,0.7,last_token
Bertula depressalis,Bertula similalis,0.9983,synonym,gpt2-medium,0.7,last_token
Bertula depressalis,Sitophora depressalis,0.9988,synonym,gpt2-medium,0.7,last_token
Bertula inconspicua,Bleptina inconspicua,0.9989,synonym,gpt2-medium,0.7,last_token
Bertula hadenalis,Bertula alikangialis,0.9987,synonym,gpt2-medium,0.7,last_token
Bertula hadenalis,Bertula ruptistigma,0.999,synonym,gpt2-medium,0.7,last_token
Bertula abjudicalis,Bertula tumidalis,0.9985,synonym,gpt2-medium,0.7,last_token
Bertula abjudicalis,Bocana tumidalis,0.9989,synonym,gpt2-medium,0.7,last_token
Bertula rufosa,Badiza rufosa,0.998,synonym,gpt2-medium,0.7,last_token
Bertula delosticha,Bleptina delosticha,0.9996,synonym,gpt2-medium,0.7,last_token
Bertula tespilalis,Neviasca tespilalis,0.9981,synonym,gpt2-medium,0.7,last_token
Bertula tespilalis,Plusia albosignata,0.9992,synonym,gpt2-medium,0.7,last_token
Bertula carta,Bleptina carta,0.9985,synonym,gpt2-medium,0.7,last_token
Bertula picta,Bleptina picta,0.9983,synonym,gpt2-medium,0.7,last_token
Bertula partita,Bertula leucopis,0.9975,synonym,gpt2-medium,0.7,last_token
Miniodes phaeosoma,Miniodes phaeosomella,0.9992,synonym,gpt2-medium,0.7,last_token
Miniodes phaeosoma,Miniodes phaeosomoides,0.9975,synonym,gpt2-medium,0.7,last_token
Gorgonidia garleppi,Gorgonidia mirabilior,0.9965,synonym,gpt2-medium,0.7,last_token
Heliohemonia monosticta,Heliosia monosticta,0.9994,synonym,gpt2-medium,0.7,last_token
Disca arborita,Disca arbovia,0.9994,synonym,gpt2-medium,0.7,last_token
Africalpe intrusa,Oraesia anubis,0.9866,synonym,gpt2-medium,0.7,last_token
Arugisa latiorella,Arugisa watsoni,0.9967,synonym,gpt2-medium,0.7,last_token
Euagra coelestina,Euagra interclusa,0.9993,synonym,gpt2-medium,0.7,last_token
Euagra intercisa,Euagra auxo,0.9941,synonym,gpt2-medium,0.7,last_token
Metaphoenia plagifera,Thermesia plagifera,0.9991,synonym,gpt2-medium,0.7,last_token
Metaphoenia rhodias,Metaphoenia metarhoda,0.9982,synonym,gpt2-medium,0.7,last_token
Barsaurea diehli,Lyclene diehli,0.999,synonym,gpt2-medium,0.7,last_token
Barsaurea phaeoxanthia,Barsine phaeoxanthia,0.9997,synonym,gpt2-medium,0.7,last_token
Barsaurea phaeoxanthia,Miltochrista phaeoxantha,0.9988,synonym,gpt2-medium,0.7,last_token
Barsaurea phaeoxanthia,Miltochrista phaeoxanthia,0.9991,synonym,gpt2-medium,0.7,last_token
Lepidolutzia baucis,Lepidolutzia bombycina,0.9991,synonym,gpt2-medium,0.7,last_token
Lepidolutzia baucis,Lepidolutzia costistrigata,0.9991,synonym,gpt2-medium,0.7,last_token
Lepidolutzia baucis,Lepidolutzia dukinfieldia,0.9993,synonym,gpt2-medium,0.7,last_token
Donuca castalia,Calliodes saturatior,0.995,synonym,gpt2-medium,0.7,last_token
Donuca spectabilis,Donuca memorabilis,0.9979,synonym,gpt2-medium,0.7,last_token
Donuca spectabilis,Donuca queenslandica,0.9985,synonym,gpt2-medium,0.7,last_token
Donuca spectabilis,Donuca spectabilica,0.9995,synonym,gpt2-medium,0.7,last_token
Donuca spectabilis,Donuca yorkensis,0.9989,synonym,gpt2-medium,0.7,last_token
Donuca spectabilis,Donuca yorkensis,0.9989,synonym,gpt2-medium,0.7,last_token
Donuca spectabilis,Serrodes xanthorrhoea,0.9988,synonym,gpt2-medium,0.7,last_token
Icteritilema nyassana,Phryganopsis nyassana,0.996,synonym,gpt2-medium,0.7,last_token
Icteritilema nyassana,Pusiola nyassana,0.9976,synonym,gpt2-medium,0.7,last_token
Diomea absorbens,Corsa absorbens,0.9994,synonym,gpt2-medium,0.7,last_token
Diomea dialitha,Pangrapta dialitha,0.9993,synonym,gpt2-medium,0.7,last_token
Diomea diffusifascia,Corsa molybdopasta,0.9954,synonym,gpt2-medium,0.7,last_token
Diomea insulana,Diomea jankowskii,0.9966,synonym,gpt2-medium,0.7,last_token
Diomea lignicolora,Zigera suvarnadivipae,0.9971,synonym,gpt2-medium,0.7,last_token
Diomea lignicolora,Zigera suvarnadivpae,0.99,synonym,gpt2-medium,0.7,last_token
Diomea orbifera,Zigera lichenosa,0.9977,synonym,gpt2-medium,0.7,last_token
Diomea orbifera,Zigera orbifera,0.9993,synonym,gpt2-medium,0.7,last_token
Diomea tricuspida,Zigera tricuspida,0.9995,synonym,gpt2-medium,0.7,last_token
Elysius castanea,Elysius suffusa,0.9975,synonym,gpt2-medium,0.7,last_token
Elysius cingulata,Elysius deleta,0.997,synonym,gpt2-medium,0.7,last_token
Elysius cingulata,Elysius demaculata,0.9992,synonym,gpt2-medium,0.7,last_token
Elysius cingulata,Elysius pauper,0.9839,synonym,gpt2-medium,0.7,last_token
Elysius disciplaga,Elysius aperta,0.9991,synonym,gpt2-medium,0.7,last_token
Elysius disciplaga,Elysius breviuscula,0.9977,synonym,gpt2-medium,0.7,last_token
Elysius lavinia,Elysius lavinea,0.9974,synonym,gpt2-medium,0.7,last_token
Choerotricha atrosquama,Choerotricha enunciativa,0.9961,synonym,gpt2-medium,0.7,last_token
Choerotricha atrosquama,Choerotricha enunciativoides,0.9963,synonym,gpt2-medium,0.7,last_token
Choerotricha atrosquama,Choerotricha glandulosa,0.9962,synonym,gpt2-medium,0.7,last_token
Choerotricha biflava,Euproctis biflava,0.9988,synonym,gpt2-medium,0.7,last_token
Choerotricha indistincta,Euproctis indistincta,0.9993,synonym,gpt2-medium,0.7,last_token
Euippodes euprepes,Euippodes subnigra,0.9973,synonym,gpt2-medium,0.7,last_token
Callindra arginalis,Callindra gigantea,0.9984,synonym,gpt2-medium,0.7,last_token
Callindra equitalis,Callimorpha equitalis,0.9992,synonym,gpt2-medium,0.7,last_token
Callindra equitalis,Euprepia equitalis,0.9996,synonym,gpt2-medium,0.7,last_token
Callindra lenzeni,Callimorpha lenzeni,0.9978,synonym,gpt2-medium,0.7,last_token
Callindra nepos,Callimorpha eques,0.9968,synonym,gpt2-medium,0.7,last_token
Callindra nepos,Callimorpha nepos,0.9972,synonym,gpt2-medium,0.7,last_token
Callindra nyctemerata,Callimorpha nyctemerata,0.9987,synonym,gpt2-medium,0.7,last_token
Callindra nyctemerata,Hypercompa nyctemerata,0.9986,synonym,gpt2-medium,0.7,last_token
Callindra principalis,Callimorpha principalis,0.9991,synonym,gpt2-medium,0.7,last_token
Callindra principalis,Euprepia principalis,0.9998,synonym,gpt2-medium,0.7,last_token
Callindra similis,Callimorpha similis,0.9985,synonym,gpt2-medium,0.7,last_token
Callindra similis,Hypercompa similis,0.9994,synonym,gpt2-medium,0.7,last_token
Neidalia bifasciata,Eupsodosoma bifasciata,0.9988,synonym,gpt2-medium,0.7,last_token
Neidalia bifasciata,Phalaena bifasciata,0.9996,synonym,gpt2-medium,0.7,last_token
Margana tenuilinea,Rhesala tenuilinea,0.9998,synonym,gpt2-medium,0.7,last_token
Leucanopsis nebulosa,Leucanopsis epinephete,0.9936,synonym,gpt2-medium,0.7,last_token
Leucanopsis polyodonta,Leucanopsis polydonta,0.9991,synonym,gpt2-medium,0.7,last_token
Leucanopsis pulverea,Leucanopsis pulveria,0.9996,synonym,gpt2-medium,0.7,last_token
Leucanopsis dogniniana,Leucanopsis fassli,0.9877,synonym,gpt2-medium,0.7,last_token
Leucanopsis racema,Halisidota racema,0.9988,synonym,gpt2-medium,0.7,last_token
Leucanopsis lurida,Leucanopsis otho,0.9846,synonym,gpt2-medium,0.7,last_token
Leucanopsis coniota,Leucanopsis coniata,0.9993,synonym,gpt2-medium,0.7,last_token
Leucanopsis leucanina,Leucanopsis infucata,0.9982,synonym,gpt2-medium,0.7,last_token
Leucanopsis leucanina,Leucanopsis phellia,0.9986,synonym,gpt2-medium,0.7,last_token
Litocala sexsignata,Litocala deserta,0.9992,synonym,gpt2-medium,0.7,last_token
Garudinodes trizona,Garudinodes affinis,0.9986,synonym,gpt2-medium,0.7,last_token
Dyops chromatophila,Dyops ocellata,0.9971,synonym,gpt2-medium,0.7,last_token
Cyme anaemica,Asura anaemica,0.9988,synonym,gpt2-medium,0.7,last_token
Cyme analogus,Asura analogus,0.9995,synonym,gpt2-medium,0.7,last_token
Cyme aroa,Asura aroa,0.9985,synonym,gpt2-medium,0.7,last_token
Cyme aroa,Asura fasciolata,0.9879,synonym,gpt2-medium,0.7,last_token
Cyme asuroides,Asura asuroides,0.9994,synonym,gpt2-medium,0.7,last_token
Cyme asuroides,Melanaema asuroides,0.9989,synonym,gpt2-medium,0.7,last_token
Cyme avernalis,Asura avernalis,0.9993,synonym,gpt2-medium,0.7,last_token
Cyme avernalis,Asura bougainvillei,0.9985,synonym,gpt2-medium,0.7,last_token
Cyme avernalis,Asura floridensis,0.9986,synonym,gpt2-medium,0.7,last_token
Cyme avernalis,Asura isabellina,0.9938,synonym,gpt2-medium,0.7,last_token
Cyme avernalis,Miltochrista avernalis,0.9996,synonym,gpt2-medium,0.7,last_token
Cyme basitesselata,Asura basitesselata,0.9996,synonym,gpt2-medium,0.7,last_token
Cyme basitesselata,Lyclene basitesselata,0.9998,synonym,gpt2-medium,0.7,last_token
Cyme basitesselata,Miltochrista basitessellata,0.9992,synonym,gpt2-medium,0.7,last_token
Cyme biagi,Asura biagi,0.9988,synonym,gpt2-medium,0.7,last_token
Cyme biagi,Asura coccineoflammeus,0.9944,synonym,gpt2-medium,0.7,last_token
Cyme biagi,Miltochrista biagi,0.9993,synonym,gpt2-medium,0.7,last_token
Cyme celebensis,Miltasura celebensis,0.9993,synonym,gpt2-medium,0.7,last_token
Cyme coccineotermen,Miltochrista coccineotermen,0.9869,synonym,gpt2-medium,0.7,last_token
Cyme crocota,Asura crocota,0.998,synonym,gpt2-medium,0.7,last_token
Cyme effasciata,Lithosia cinnabarina,0.9987,synonym,gpt2-medium,0.7,last_token
Cyme effasciata,Miltochrista cinnabarina,0.9968,synonym,gpt2-medium,0.7,last_token
Cyme effasciata,Miltochrista effasciata,0.9991,synonym,gpt2-medium,0.7,last_token
Cyme euprepioides,Asura samboanganus,0.9973,synonym,gpt2-medium,0.7,last_token
Cyme euprepioides,Barsine euprepioides,0.9996,synonym,gpt2-medium,0.7,last_token
Cyme euprepioides,Hypocrita inclusa,0.999,synonym,gpt2-medium,0.7,last_token
Cyme euprepioides,Hypoprepia euprepioides,0.9991,synonym,gpt2-medium,0.7,last_token
Cyme feminina,Asura feminina,0.9992,synonym,gpt2-medium,0.7,last_token
Cyme haemachroa,Asura haemachroa,0.9988,synonym,gpt2-medium,0.7,last_token
Cyme insularis,Asura insularis,0.9995,synonym,gpt2-medium,0.7,last_token
Cyme metascota,Asura metascota,0.9989,synonym,gpt2-medium,0.7,last_token
Cyme metascota,Asura suffusa,0.9989,synonym,gpt2-medium,0.7,last_token
Cyme miltochristaemorpha,Asura aureorosea,0.9935,synonym,gpt2-medium,0.7,last_token
Cyme miltochristaemorpha,Asura miltochristaemorpha,0.9997,synonym,gpt2-medium,0.7,last_token
Cyme miltochristaemorpha,Miltochrista aureorosea,0.9958,synonym,gpt2-medium,0.7,last_token
Cyme miltochristina,Asura miltochristina,0.9995,synonym,gpt2-medium,0.7,last_token
Cyme multidentata,Miltochrista multidentata,0.9994,synonym,gpt2-medium,0.7,last_token
Cyme phryctopa,Asura phryctopa,0.999,synonym,gpt2-medium,0.7,last_token
Cyme phryctopa,Calligenia phryctopa,0.9983,synonym,gpt2-medium,0.7,last_token
Cyme pyraula,Calligenia pyraula,0.9985,synonym,gpt2-medium,0.7,last_token
Cyme pyraula,Lyclene pyraula,0.9996,synonym,gpt2-medium,0.7,last_token
Cyme pyrostrota,Asura pyrostrota,0.9948,synonym,gpt2-medium,0.7,last_token
Cyme pyrrhauloides,Asura pyrrhauloides,0.999,synonym,gpt2-medium,0.7,last_token
Cyme quadrifasciata,Asura quadrifasciata,0.9998,synonym,gpt2-medium,0.7,last_token
Cyme quadrilineata,Calligenia melitaula,0.9984,synonym,gpt2-medium,0.7,last_token
Cyme quadrilineata,Calligenia quadrilineata,0.9996,synonym,gpt2-medium,0.7,last_token
Cyme quadrilineata,Lyclene melitaula,0.9956,synonym,gpt2-medium,0.7,last_token
Cyme quadrilineata,Lyclene quadrilineata,0.9995,synonym,gpt2-medium,0.7,last_token
Cyme quadrilineata,Lyclene simulans,0.9971,synonym,gpt2-medium,0.7,last_token
Cyme quadrilineata,Miltochrista simulans,0.9942,synonym,gpt2-medium,0.7,last_token
Cyme reticulata,Barsine intrita,0.9971,synonym,gpt2-medium,0.7,last_token
Cyme reticulata,Barsine placens,0.9977,synonym,gpt2-medium,0.7,last_token
Cyme reticulata,Calligenia cyclota,0.9889,synonym,gpt2-medium,0.7,last_token
Cyme reticulata,Lyclene cyclota,0.9762,synonym,gpt2-medium,0.7,last_token
Cyme reticulata,Lyclene intrita,0.996,synonym,gpt2-medium,0.7,last_token
Cyme reticulata,Lyclene placens,0.9965,synonym,gpt2-medium,0.7,last_token
Cyme reticulata,Lyclene reticulata,0.9993,synonym,gpt2-medium,0.7,last_token
Cyme septemmaculata,Asura septemmaculata,0.9994,synonym,gpt2-medium,0.7,last_token
Cyme septemmaculata,Hypocrita septemmaculata,0.9998,synonym,gpt2-medium,0.7,last_token
Cyme serratilinea,Lyclene serratilinea,0.9997,synonym,gpt2-medium,0.7,last_token
Cyme serratilinea,Pallene serratilinea,0.9997,synonym,gpt2-medium,0.7,last_token
Cyme sexualis,Asura cancellata,0.9964,synonym,gpt2-medium,0.7,last_token
Cyme sexualis,Asura effulgens,0.9982,synonym,gpt2-medium,0.7,last_token
Cyme sexualis,Asura mylea,0.9922,synonym,gpt2-medium,0.7,last_token
Cyme sexualis,Asura sexualis,0.9991,synonym,gpt2-medium,0.7,last_token
Cyme sexualis,Miltochrista cancellata,0.9947,synonym,gpt2-medium,0.7,last_token
Cyme sexualis,Miltochrista quadrifasciata,0.998,synonym,gpt2-medium,0.7,last_token
Cyme structa,Lyclene pyrrhopsamma,0.9941,synonym,gpt2-medium,0.7,last_token
Cyme structa,Lyclene structa,0.9974,synonym,gpt2-medium,0.7,last_token
Cyme structa,Pallene structa,0.9981,synonym,gpt2-medium,0.7,last_token
Cyme structa,Prinasura pyrrhopsamma,0.9943,synonym,gpt2-medium,0.7,last_token
Cyme suavis,Asura suavis,0.9993,synonym,gpt2-medium,0.7,last_token
Cyme suavis,Calligenia suavis,0.9987,synonym,gpt2-medium,0.7,last_token
Cyme triangularis,Asura triangularis,0.9995,synonym,gpt2-medium,0.7,last_token
Cyme vepallida,Miltochrista vepallida,0.9989,synonym,gpt2-medium,0.7,last_token
Cyme vivida,Asura vivida,0.9994,synonym,gpt2-medium,0.7,last_token
Cyme vivida,Barsine vivida,0.9991,synonym,gpt2-medium,0.7,last_token
Cyme wandammenseae,Asura wandammenseae,0.9998,synonym,gpt2-medium,0.7,last_token
Cyme xantherythra,Asura xantherythra,0.999,synonym,gpt2-medium,0.7,last_token
Nyridela chalciope,Isanthrene chalciope,0.9986,synonym,gpt2-medium,0.7,last_token
Nyridela chalciope,Nyridela acroxantha,0.9934,synonym,gpt2-medium,0.7,last_token
Acantharctia latifusca,Acantharctia aurantiaca,0.9991,synonym,gpt2-medium,0.7,last_token
Acantharctia latifusca,Acantharctia flavimarginata,0.9988,synonym,gpt2-medium,0.7,last_token
Acantharctia latifusca,Acantharctia suffusa,0.9972,synonym,gpt2-medium,0.7,last_token
Acantharctia latifusca,Acantharctia tenebrosa,0.9977,synonym,gpt2-medium,0.7,last_token
Acantharctia mundata,Acantharctia atridorsia,0.9991,synonym,gpt2-medium,0.7,last_token
Euclystis angularis,Euclystis inconstans,0.9963,synonym,gpt2-medium,0.7,last_token
Euclystis centurialis,Euclystis invidiosa,0.9978,synonym,gpt2-medium,0.7,last_token
Euclystis insana,Amphigonia insana,0.9993,synonym,gpt2-medium,0.7,last_token
Euclystis insana,Euclystis bendina,0.9988,synonym,gpt2-medium,0.7,last_token
Euclystis insana,Euclystis facunda,0.9963,synonym,gpt2-medium,0.7,last_token
Euclystis insana,Euclystis vulgaris,0.9914,synonym,gpt2-medium,0.7,last_token
Euclystis insana,Focilla facunda,0.9947,synonym,gpt2-medium,0.7,last_token
Euclystis isoa,Amphigonia isoa,0.9996,synonym,gpt2-medium,0.7,last_token
Euclystis isoa,Euclystis epulea,0.9958,synonym,gpt2-medium,0.7,last_token
Euclystis isoa,Euclystis turbulenta,0.9928,synonym,gpt2-medium,0.7,last_token
Euclystis manto,Euclystis homopteroides,0.9904,synonym,gpt2-medium,0.7,last_token
Euclystis manto,Euclystis postponens,0.9969,synonym,gpt2-medium,0.7,last_token
Euclystis metagona,Euclystis agava,0.9971,synonym,gpt2-medium,0.7,last_token
Euclystis metagona,Euclystis sublineata,0.9989,synonym,gpt2-medium,0.7,last_token
Euclystis plusioides,Euclystis laceroides,0.9976,synonym,gpt2-medium,0.7,last_token
Euclystis polyoperas,Euclystis polioperas,0.9983,synonym,gpt2-medium,0.7,last_token
Euclystis recurva,Euclystis consurgens,0.9983,synonym,gpt2-medium,0.7,last_token
Euclystis sytis,Euclystis lacaena,0.9962,synonym,gpt2-medium,0.7,last_token
Andrenimorpha sephela,Erruca sephela,0.9996,synonym,gpt2-medium,0.7,last_token
Andrenimorpha sephela,Gymnelia sephela,0.9988,synonym,gpt2-medium,0.7,last_token
Gymnelia beatrix,Gymnelia scintillans,0.9946,synonym,gpt2-medium,0.7,last_token
Gymnelia ethodaea,Gymnelia patagiata,0.9978,synonym,gpt2-medium,0.7,last_token
Gymnelia flavitarsis,Gymnelia scitillans,0.9993,synonym,gpt2-medium,0.7,last_token
Gymnelia jordani,Gymnelia ottonis,0.9973,synonym,gpt2-medium,0.7,last_token
Gymnelia nigricornis,Gymnelia stretchi,0.9982,synonym,gpt2-medium,0.7,last_token
Gymnelia scita,Gymnelia hilaris,0.9969,synonym,gpt2-medium,0.7,last_token
Gymnelia taos,Gymnelia jujuyensis,0.9888,synonym,gpt2-medium,0.7,last_token
Gymnelia vesparia,Gymnelia odyneroides,0.9975,synonym,gpt2-medium,0.7,last_token
Adites bakeri,Asura bakeri,0.9989,synonym,gpt2-medium,0.7,last_token
Adites bizonoides,Adites tabida,0.9977,synonym,gpt2-medium,0.7,last_token
Adites bizonoides,Adites tibada,0.9959,synonym,gpt2-medium,0.7,last_token
Adites bizonoides,Lyclene bizonoides,0.9987,synonym,gpt2-medium,0.7,last_token
Adites hilaris,Asura hilaris,0.9981,synonym,gpt2-medium,0.7,last_token
Adites hilaris,Doliche hilaris,0.9993,synonym,gpt2-medium,0.7,last_token
Adites mindanensis,Asura mindanensis,0.9996,synonym,gpt2-medium,0.7,last_token
Adites ocellata,Asura ocellata,0.9989,synonym,gpt2-medium,0.7,last_token
Adites unilinea,Asura unilinea,0.9977,synonym,gpt2-medium,0.7,last_token
Adites unilinea,Miltochrista unilinea,0.9991,synonym,gpt2-medium,0.7,last_token
Adites vagilinea,Lyclene vagilinea,0.9989,synonym,gpt2-medium,0.7,last_token
Kintana ocellatula,Kintana ocellata,0.9997,synonym,gpt2-medium,0.7,last_token
Ochrotilema curta,Onychipodia curta,0.9997,synonym,gpt2-medium,0.7,last_token
Ochrotilema curta,Pusiola curta,0.9993,synonym,gpt2-medium,0.7,last_token
Ochrotilema flavicosta,Phryganopsis flavicosta,0.999,synonym,gpt2-medium,0.7,last_token
Ochrotilema hampsoni,Pseudlepista flavicosta,0.9983,synonym,gpt2-medium,0.7,last_token
Stenoglene cinerea,Stenoglene maculifera,0.9978,synonym,gpt2-medium,0.7,last_token
Stenoglene hilaris,Stenoglene bithynia,0.9979,synonym,gpt2-medium,0.7,last_token
Stenoglene obtusus,Stenoglene aequidistans,0.9961,synonym,gpt2-medium,0.7,last_token
Stenoglene obtusus,Stenoglene evanescens,0.9965,synonym,gpt2-medium,0.7,last_token
Stenoglene obtusus,Stenoglene labda,0.9971,synonym,gpt2-medium,0.7,last_token
